entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_node_id,raw_type
E1187,排量平均值: 24.0245,施工参数,排量平均值: 24.0245 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:排量:mean,stat
E1188,排量方差: 0.0003,施工参数,排量方差: 0.0003 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:排量:var,stat
E1189,施工泵压平均值: 76.6283,施工参数,施工泵压平均值: 76.6283 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:施工泵压:mean,stat
E1190,施工泵压方差: 5.3722,施工参数,施工泵压方差: 5.3722 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:施工泵压:var,stat
E1191,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:25:加砂中:缝内暂堵,suggestion
E1192,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:25:加砂中:缝口暂堵,worktype
E1193,工况时间 2024-01-17 09:19:30,时间点,工况时间 2024-01-17 09:19:30 为时间点实体。,,,,worktype_time:红页L1HF:25:加砂中:缝口暂堵,time
E1194,砂比平均值: 8.7567,施工参数,砂比平均值: 8.7567 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:砂比:mean,stat
E1195,砂比方差: 7.9921,施工参数,砂比方差: 7.9921 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:砂比:var,stat
E1196,排量平均值: 22.466,施工参数,排量平均值: 22.466 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:排量:mean,stat
E1197,排量方差: 3.5126,施工参数,排量方差: 3.5126 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:排量:var,stat
E1198,施工泵压平均值: 74.5623,施工参数,施工泵压平均值: 74.5623 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:施工泵压:mean,stat
E1199,施工泵压方差: 23.6262,施工参数,施工泵压方差: 23.6262 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:施工泵压:var,stat
E1200,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:25:加砂中:缝口暂堵,suggestion
E1201,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:25:加砂中:主缝延伸,worktype
E1202,工况时间 2024-01-17 10:22:00,时间点,工况时间 2024-01-17 10:22:00 为时间点实体。,,,,worktype_time:红页L1HF:25:加砂中:主缝延伸,time
E1203,砂比平均值: 11.1425,施工参数,砂比平均值: 11.1425 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:砂比:mean,stat
E1204,砂比方差: 2.8532,施工参数,砂比方差: 2.8532 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:砂比:var,stat
E1205,排量平均值: 24.04,施工参数,排量平均值: 24.04 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:排量:mean,stat
E1206,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:排量:var,stat
E1207,施工泵压平均值: 77.7042,施工参数,施工泵压平均值: 77.7042 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:施工泵压:mean,stat
E1208,施工泵压方差: 1.6955,施工参数,施工泵压方差: 1.6955 为施工参数特征。,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:施工泵压:var,stat
E1209,当前建议: 保持当前措施,处置建议,当前建议: 保持当前措施 为处置建议实体。,,,,suggestion:红页L1HF:25:加砂中:主缝延伸,suggestion
E1210,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:25:加砂后,condition
E1211,施工时间 2024-01-17 10:38:20,时间点,施工时间 2024-01-17 10:38:20 为时间点实体。,,,,condition_time:红页L1HF:25:加砂后,time
E1212,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:25:加砂后:砂比:mean,stat
E1213,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:25:加砂后:砂比:var,stat
E1214,排量平均值: 2.7618,施工参数,排量平均值: 2.7618 为施工参数特征。,,,,condition_stats:红页L1HF:25:加砂后:排量:mean,stat
E1215,排量方差: 56.9596,施工参数,排量方差: 56.9596 为施工参数特征。,,,,condition_stats:红页L1HF:25:加砂后:排量:var,stat
E1216,施工泵压平均值: 40.2564,施工参数,施工泵压平均值: 40.2564 为施工参数特征。,,,,condition_stats:红页L1HF:25:加砂后:施工泵压:mean,stat
E1217,施工泵压方差: 189.8073,施工参数,施工泵压方差: 189.8073 为施工参数特征。,,,,condition_stats:红页L1HF:25:加砂后:施工泵压:var,stat
E1218,段号 26,压裂段,段号 26 为压裂段实体。,,,,segment:红页L1HF:26,segment
E1219,段号时间 2024-01-17 17:02:40,时间点,段号时间 2024-01-17 17:02:40 为时间点实体。,,,,segment_time:红页L1HF:26,time
E1220,砂比平均值: 8.9279,施工参数,砂比平均值: 8.9279 为施工参数特征。,,,,segment_stats:红页L1HF:26:砂比:mean,stat
E1221,砂比方差: 8.5972,施工参数,砂比方差: 8.5972 为施工参数特征。,,,,segment_stats:红页L1HF:26:砂比:var,stat
E1222,排量平均值: 16.0765,施工参数,排量平均值: 16.0765 为施工参数特征。,,,,segment_stats:红页L1HF:26:排量:mean,stat
E1223,排量方差: 89.7491,施工参数,排量方差: 89.7491 为施工参数特征。,,,,segment_stats:红页L1HF:26:排量:var,stat
E1224,施工泵压平均值: 68.9877,施工参数,施工泵压平均值: 68.9877 为施工参数特征。,,,,segment_stats:红页L1HF:26:施工泵压:mean,stat
E1225,施工泵压方差: 316.3093,施工参数,施工泵压方差: 316.3093 为施工参数特征。,,,,segment_stats:红页L1HF:26:施工泵压:var,stat
E1226,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:26:加砂前,condition
E1227,施工时间 2024-01-17 17:02:40,时间点,施工时间 2024-01-17 17:02:40 为时间点实体。,,,,condition_time:红页L1HF:26:加砂前,time
E1228,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂前:砂比:mean,stat
E1229,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂前:砂比:var,stat
E1230,排量平均值: 10.3252,施工参数,排量平均值: 10.3252 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂前:排量:mean,stat
E1231,排量方差: 82.1391,施工参数,排量方差: 82.1391 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂前:排量:var,stat
E1232,施工泵压平均值: 59.3257,施工参数,施工泵压平均值: 59.3257 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂前:施工泵压:mean,stat
E1233,施工泵压方差: 135.2503,施工参数,施工泵压方差: 135.2503 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂前:施工泵压:var,stat
E1234,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:26:加砂中,condition
E1235,施工时间 2024-01-17 17:32:30,时间点,施工时间 2024-01-17 17:32:30 为时间点实体。,,,,condition_time:红页L1HF:26:加砂中,time
E1236,砂比平均值: 8.9279,施工参数,砂比平均值: 8.9279 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂中:砂比:mean,stat
E1237,砂比方差: 8.5972,施工参数,砂比方差: 8.5972 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂中:砂比:var,stat
E1238,排量平均值: 21.4708,施工参数,排量平均值: 21.4708 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂中:排量:mean,stat
E1239,排量方差: 14.8794,施工参数,排量方差: 14.8794 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂中:排量:var,stat
E1240,施工泵压平均值: 79.3201,施工参数,施工泵压平均值: 79.3201 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂中:施工泵压:mean,stat
E1241,施工泵压方差: 43.3081,施工参数,施工泵压方差: 43.3081 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂中:施工泵压:var,stat
E1242,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:26:加砂中:缝内暂堵,worktype
E1243,工况时间 2024-01-17 17:58:00,时间点,工况时间 2024-01-17 17:58:00 为时间点实体。,,,,worktype_time:红页L1HF:26:加砂中:缝内暂堵,time
E1244,砂比平均值: 7.5069,施工参数,砂比平均值: 7.5069 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:砂比:mean,stat
E1245,砂比方差: 7.1062,施工参数,砂比方差: 7.1062 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:砂比:var,stat
E1246,排量平均值: 24.0348,施工参数,排量平均值: 24.0348 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:排量:mean,stat
E1247,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:排量:var,stat
E1248,施工泵压平均值: 75.9708,施工参数,施工泵压平均值: 75.9708 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:施工泵压:mean,stat
E1249,施工泵压方差: 15.567,施工参数,施工泵压方差: 15.567 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:施工泵压:var,stat
E1250,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:26:加砂中:缝内暂堵,suggestion
E1251,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:26:加砂中:缝口暂堵,worktype
E1252,工况时间 2024-01-17 18:11:40,时间点,工况时间 2024-01-17 18:11:40 为时间点实体。,,,,worktype_time:红页L1HF:26:加砂中:缝口暂堵,time
E1253,砂比平均值: 9.5173,施工参数,砂比平均值: 9.5173 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:砂比:mean,stat
E1254,砂比方差: 10.0245,施工参数,砂比方差: 10.0245 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:砂比:var,stat
E1255,排量平均值: 19.2474,施工参数,排量平均值: 19.2474 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:排量:mean,stat
E1256,排量方差: 32.1829,施工参数,排量方差: 32.1829 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:排量:var,stat
E1257,施工泵压平均值: 76.2566,施工参数,施工泵压平均值: 76.2566 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:施工泵压:mean,stat
E1258,施工泵压方差: 64.1377,施工参数,施工泵压方差: 64.1377 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:施工泵压:var,stat
E1259,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:26:加砂中:缝口暂堵,suggestion
E1260,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:26:加砂中:主缝延伸,worktype
E1261,工况时间 2024-01-17 19:11:40,时间点,工况时间 2024-01-17 19:11:40 为时间点实体。,,,,worktype_time:红页L1HF:26:加砂中:主缝延伸,time
E1262,砂比平均值: 7.0567,施工参数,砂比平均值: 7.0567 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:砂比:mean,stat
E1263,砂比方差: 4.3825,施工参数,砂比方差: 4.3825 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:砂比:var,stat
E1264,排量平均值: 17.9625,施工参数,排量平均值: 17.9625 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:排量:mean,stat
E1265,排量方差: 0.4403,施工参数,排量方差: 0.4403 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:排量:var,stat
E1266,施工泵压平均值: 81.8425,施工参数,施工泵压平均值: 81.8425 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:施工泵压:mean,stat
E1267,施工泵压方差: 36.479,施工参数,施工泵压方差: 36.479 为施工参数特征。,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:施工泵压:var,stat
E1268,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:26:加砂中:主缝延伸,suggestion
E1269,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:26:加砂后,condition
E1270,施工时间 2024-01-17 19:32:40,时间点,施工时间 2024-01-17 19:32:40 为时间点实体。,,,,condition_time:红页L1HF:26:加砂后,time
E1271,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂后:砂比:mean,stat
E1272,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂后:砂比:var,stat
E1273,排量平均值: 1.9628,施工参数,排量平均值: 1.9628 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂后:排量:mean,stat
E1274,排量方差: 32.4997,施工参数,排量方差: 32.4997 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂后:排量:var,stat
E1275,施工泵压平均值: 40.6661,施工参数,施工泵压平均值: 40.6661 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂后:施工泵压:mean,stat
E1276,施工泵压方差: 201.1448,施工参数,施工泵压方差: 201.1448 为施工参数特征。,,,,condition_stats:红页L1HF:26:加砂后:施工泵压:var,stat
E1277,段号 27,压裂段,段号 27 为压裂段实体。,,,,segment:红页L1HF:27,segment
E1278,段号时间 2024-01-18 08:38:30,时间点,段号时间 2024-01-18 08:38:30 为时间点实体。,,,,segment_time:红页L1HF:27,time
E1279,砂比平均值: 9.7263,施工参数,砂比平均值: 9.7263 为施工参数特征。,,,,segment_stats:红页L1HF:27:砂比:mean,stat
E1280,砂比方差: 5.8,施工参数,砂比方差: 5.8 为施工参数特征。,,,,segment_stats:红页L1HF:27:砂比:var,stat
E1281,排量平均值: 15.8846,施工参数,排量平均值: 15.8846 为施工参数特征。,,,,segment_stats:红页L1HF:27:排量:mean,stat
E1282,排量方差: 114.6804,施工参数,排量方差: 114.6804 为施工参数特征。,,,,segment_stats:红页L1HF:27:排量:var,stat
E1283,施工泵压平均值: 61.1737,施工参数,施工泵压平均值: 61.1737 为施工参数特征。,,,,segment_stats:红页L1HF:27:施工泵压:mean,stat
E1284,施工泵压方差: 334.2218,施工参数,施工泵压方差: 334.2218 为施工参数特征。,,,,segment_stats:红页L1HF:27:施工泵压:var,stat
E1285,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:27:加砂前,condition
E1286,施工时间 2024-01-18 08:38:30,时间点,施工时间 2024-01-18 08:38:30 为时间点实体。,,,,condition_time:红页L1HF:27:加砂前,time
E1287,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂前:砂比:mean,stat
E1288,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂前:砂比:var,stat
E1289,排量平均值: 9.1282,施工参数,排量平均值: 9.1282 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂前:排量:mean,stat
E1290,排量方差: 75.9931,施工参数,排量方差: 75.9931 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂前:排量:var,stat
E1291,施工泵压平均值: 55.2578,施工参数,施工泵压平均值: 55.2578 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂前:施工泵压:mean,stat
E1292,施工泵压方差: 235.8963,施工参数,施工泵压方差: 235.8963 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂前:施工泵压:var,stat
E1293,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:27:加砂中,condition
E1294,施工时间 2024-01-18 09:12:30,时间点,施工时间 2024-01-18 09:12:30 为时间点实体。,,,,condition_time:红页L1HF:27:加砂中,time
E1295,砂比平均值: 9.7263,施工参数,砂比平均值: 9.7263 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂中:砂比:mean,stat
E1296,砂比方差: 5.8,施工参数,砂比方差: 5.8 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂中:砂比:var,stat
E1297,排量平均值: 23.8468,施工参数,排量平均值: 23.8468 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂中:排量:mean,stat
E1298,排量方差: 2.6249,施工参数,排量方差: 2.6249 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂中:排量:var,stat
E1299,施工泵压平均值: 73.4719,施工参数,施工泵压平均值: 73.4719 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂中:施工泵压:mean,stat
E1300,施工泵压方差: 15.7559,施工参数,施工泵压方差: 15.7559 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂中:施工泵压:var,stat
E1301,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:27:加砂中:缝内暂堵,worktype
E1302,工况时间 2024-01-18 09:31:50,时间点,工况时间 2024-01-18 09:31:50 为时间点实体。,,,,worktype_time:红页L1HF:27:加砂中:缝内暂堵,time
E1303,砂比平均值: 6.6674,施工参数,砂比平均值: 6.6674 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:砂比:mean,stat
E1304,砂比方差: 2.9187,施工参数,砂比方差: 2.9187 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:砂比:var,stat
E1305,排量平均值: 24.0378,施工参数,排量平均值: 24.0378 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:排量:mean,stat
E1306,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:排量:var,stat
E1307,施工泵压平均值: 71.6438,施工参数,施工泵压平均值: 71.6438 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:施工泵压:mean,stat
E1308,施工泵压方差: 7.7707,施工参数,施工泵压方差: 7.7707 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:施工泵压:var,stat
E1309,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:27:加砂中:缝内暂堵,suggestion
E1310,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:27:加砂中:缝口暂堵,worktype
E1311,工况时间 2024-01-18 09:53:30,时间点,工况时间 2024-01-18 09:53:30 为时间点实体。,,,,worktype_time:红页L1HF:27:加砂中:缝口暂堵,time
E1312,砂比平均值: 9.4114,施工参数,砂比平均值: 9.4114 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:砂比:mean,stat
E1313,砂比方差: 8.8359,施工参数,砂比方差: 8.8359 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:砂比:var,stat
E1314,排量平均值: 22.9464,施工参数,排量平均值: 22.9464 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:排量:mean,stat
E1315,排量方差: 2.7864,施工参数,排量方差: 2.7864 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:排量:var,stat
E1316,施工泵压平均值: 73.1948,施工参数,施工泵压平均值: 73.1948 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:施工泵压:mean,stat
E1317,施工泵压方差: 30.0465,施工参数,施工泵压方差: 30.0465 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:施工泵压:var,stat
E1318,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:27:加砂中:缝口暂堵,suggestion
E1319,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:27:加砂中:主缝延伸,worktype
E1320,工况时间 2024-01-18 10:24:00,时间点,工况时间 2024-01-18 10:24:00 为时间点实体。,,,,worktype_time:红页L1HF:27:加砂中:主缝延伸,time
E1321,砂比平均值: 10.6437,施工参数,砂比平均值: 10.6437 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:砂比:mean,stat
E1322,砂比方差: 4.1531,施工参数,砂比方差: 4.1531 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:砂比:var,stat
E1323,排量平均值: 24.04,施工参数,排量平均值: 24.04 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:排量:mean,stat
E1324,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:排量:var,stat
E1325,施工泵压平均值: 76.1909,施工参数,施工泵压平均值: 76.1909 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:施工泵压:mean,stat
E1326,施工泵压方差: 0.3709,施工参数,施工泵压方差: 0.3709 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:施工泵压:var,stat
E1327,当前建议: 保持当前措施,处置建议,当前建议: 保持当前措施 为处置建议实体。,,,,suggestion:红页L1HF:27:加砂中:主缝延伸,suggestion
E1328,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:27:加砂后,condition
E1329,施工时间 2024-01-18 10:42:40,时间点,施工时间 2024-01-18 10:42:40 为时间点实体。,,,,condition_time:红页L1HF:27:加砂后,time
E1330,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂后:砂比:mean,stat
E1331,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂后:砂比:var,stat
E1332,排量平均值: 2.6025,施工参数,排量平均值: 2.6025 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂后:排量:mean,stat
E1333,排量方差: 54.1092,施工参数,排量方差: 54.1092 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂后:排量:var,stat
E1334,施工泵压平均值: 36.093,施工参数,施工泵压平均值: 36.093 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂后:施工泵压:mean,stat
E1335,施工泵压方差: 191.4231,施工参数,施工泵压方差: 191.4231 为施工参数特征。,,,,condition_stats:红页L1HF:27:加砂后:施工泵压:var,stat
E1336,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:27:加砂后:主缝延伸,worktype
E1337,工况时间 2024-01-18 10:42:40,时间点,工况时间 2024-01-18 10:42:40 为时间点实体。,,,,worktype_time:红页L1HF:27:加砂后:主缝延伸,time
E1338,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂后:主缝延伸:砂比:mean,stat
E1339,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂后:主缝延伸:砂比:var,stat
E1340,排量平均值: 24.04,施工参数,排量平均值: 24.04 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂后:主缝延伸:排量:mean,stat
E1341,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂后:主缝延伸:排量:var,stat
E1342,施工泵压平均值: 75.9,施工参数,施工泵压平均值: 75.9 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂后:主缝延伸:施工泵压:mean,stat
E1343,施工泵压方差: 0.0,施工参数,施工泵压方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:27:加砂后:主缝延伸:施工泵压:var,stat
E1344,当前建议: 保持当前措施,处置建议,当前建议: 保持当前措施 为处置建议实体。,,,,suggestion:红页L1HF:27:加砂后:主缝延伸,suggestion
E1345,段号 28,压裂段,段号 28 为压裂段实体。,,,,segment:红页L1HF:28,segment
E1346,段号时间 2024-01-18 14:53:10,时间点,段号时间 2024-01-18 14:53:10 为时间点实体。,,,,segment_time:红页L1HF:28,time
E1347,砂比平均值: 9.5393,施工参数,砂比平均值: 9.5393 为施工参数特征。,,,,segment_stats:红页L1HF:28:砂比:mean,stat
E1348,砂比方差: 6.8364,施工参数,砂比方差: 6.8364 为施工参数特征。,,,,segment_stats:红页L1HF:28:砂比:var,stat
E1349,排量平均值: 16.8862,施工参数,排量平均值: 16.8862 为施工参数特征。,,,,segment_stats:红页L1HF:28:排量:mean,stat
E1350,排量方差: 106.3758,施工参数,排量方差: 106.3758 为施工参数特征。,,,,segment_stats:红页L1HF:28:排量:var,stat
E1351,施工泵压平均值: 59.3915,施工参数,施工泵压平均值: 59.3915 为施工参数特征。,,,,segment_stats:红页L1HF:28:施工泵压:mean,stat
E1352,施工泵压方差: 264.3756,施工参数,施工泵压方差: 264.3756 为施工参数特征。,,,,segment_stats:红页L1HF:28:施工泵压:var,stat
E1353,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:28:加砂前,condition
E1354,施工时间 2024-01-18 14:53:10,时间点,施工时间 2024-01-18 14:53:10 为时间点实体。,,,,condition_time:红页L1HF:28:加砂前,time
E1355,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂前:砂比:mean,stat
E1356,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂前:砂比:var,stat
E1357,排量平均值: 9.4609,施工参数,排量平均值: 9.4609 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂前:排量:mean,stat
E1358,排量方差: 82.7874,施工参数,排量方差: 82.7874 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂前:排量:var,stat
E1359,施工泵压平均值: 51.1927,施工参数,施工泵压平均值: 51.1927 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂前:施工泵压:mean,stat
E1360,施工泵压方差: 382.2188,施工参数,施工泵压方差: 382.2188 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂前:施工泵压:var,stat
E1361,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:28:加砂中,condition
E1362,施工时间 2024-01-18 15:26:00,时间点,施工时间 2024-01-18 15:26:00 为时间点实体。,,,,condition_time:红页L1HF:28:加砂中,time
E1363,砂比平均值: 9.5393,施工参数,砂比平均值: 9.5393 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂中:砂比:mean,stat
E1364,砂比方差: 6.8364,施工参数,砂比方差: 6.8364 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂中:砂比:var,stat
E1365,排量平均值: 23.7767,施工参数,排量平均值: 23.7767 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂中:排量:mean,stat
E1366,排量方差: 2.7112,施工参数,排量方差: 2.7112 为施工参数特征。,,,,condition_stats:红页L1HF:28:加砂中:排量:var,stat
