entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_id
E00836,"排量变化 起1.99→止24.05，变化22.06，均值13.7302，范围[1.99, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:27:3
E00837,"砂比变化 起1.7→止1.7，变化0，均值1.7，范围[1.7, 1.7]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:27:3
E00838,时间窗 W004,时间窗,井 红页L1HF-段 27 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:27:4
E00839,0.18%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 27-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:27:4:0.18%减阻水
E00840,"施工泵压变化 起69.3→止71.14，变化1.84，均值70.0559，范围[69.23, 71.14]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:27:4
E00841,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:27:4
E00842,"砂比变化 起6.3→止6，变化-0.3，均值6.0471，范围[6, 6.5]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:27:4
E00843,时间窗 W005,时间窗,井 红页L1HF-段 27 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:27:5
E00844,0.12%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 27-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:27:5:0.12%减阻水
E00845,"施工泵压变化 起70.95→止73.71，变化2.76，均值71.876，范围[63.51, 74.63]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:27:5
E00846,"排量变化 起24.05→止24.03，变化-0.02，均值24.0384，范围[24.03, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:27:5
E00847,"砂比变化 起6.7→止11.7，变化5，均值9.747，范围[0.4, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:27:5
E00848,时间窗 W006,时间窗,井 红页L1HF-段 27 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:27:6
E00849,0.18%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 27-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:27:6:0.18%减阻水
E00850,"施工泵压变化 起73.75→止73.24，变化-0.51，均值73.4495，范围[73.24, 73.75]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:27:6
E00851,"排量变化 起24.03→止24.03，变化0，均值24.03，范围[24.03, 24.03]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:27:6
E00852,"砂比变化 起11.5→止0.5，变化-11，均值11.8，范围[0.5, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:27:6
E00853,时间窗 W007,时间窗,井 红页L1HF-段 27 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:27:7
E00854,0.12%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 27-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:27:7:0.12%减阻水
E00855,"施工泵压变化 起62.35→止76.92，变化14.57，均值75.2681，范围[62.11, 79.61]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:27:7
E00856,"排量变化 起19.9→止24.04，变化4.14，均值23.8161，范围[19.89, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:27:7
E00857,"砂比变化 起2→止10.2，变化8.2，均值9.5931，范围[0.1, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:27:7
E00858,时间窗 W008,时间窗,井 红页L1HF-段 27 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:27:8
E00859,0.25%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 27-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:27:8:0.25%减阻水
E00860,"施工泵压变化 起76.91→止75.81，变化-1.1，均值76.1618，范围[75.61, 76.93]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:27:8
E00861,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:27:8
E00862,"砂比变化 起10.9→止0.2，变化-10.7，均值11.0941，范围[0.2, 12]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:27:8
E00863,时间窗 W009,时间窗,井 红页L1HF-段 27 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:27:9
E00864,0.12%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 27-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:27:9:0.12%减阻水
E00865,"施工泵压变化 起75.9→止0.13，变化-75.77，均值36.0673，范围[0.13, 75.94]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:27:9
E00866,"排量变化 起24.04→止0，变化-24.04，均值2.5765，范围[0, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:27:9
E00867,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:27:9
E00868,段 28,压裂段,井 红页L1HF 的第 28 段。,,,,segment:红页L1HF:28
E00869,时间窗 W001,时间窗,井 红页L1HF-段 28 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:28:1
E00870,0.12%减阻水@时间窗 W001,液型时间窗,井 红页L1HF-段 28-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:1:0.12%减阻水
E00871,"施工泵压变化 起22.59→止30.04，变化7.45，均值27.3126，范围[22.59, 30.04]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:1
E00872,"排量变化 起0.01→止1.99，变化1.98，均值1.6132，范围[0.01, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:1
E00873,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:1
E00874,时间窗 W002,时间窗,井 红页L1HF-段 28 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:28:2
E00875,15%HCl@时间窗 W002,液型时间窗,井 红页L1HF-段 28-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:2:15%HCl
E00876,"施工泵压变化 起30.17→止34.01，变化3.84，均值32.441，范围[30.17, 34.01]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:2
E00877,"排量变化 起1.99→止1.99，变化0，均值1.99，范围[1.99, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:2
E00878,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:2
E00879,时间窗 W003,时间窗,井 红页L1HF-段 28 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:28:3
E00880,0.25%减阻水@时间窗 W003,液型时间窗,井 红页L1HF-段 28-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:3:0.25%减阻水
E00881,"施工泵压变化 起34.1→止72.88，变化38.78，均值64.8032，范围[34.1, 87.3]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:3
E00882,"排量变化 起1.99→止24.04，变化22.05，均值14.6105，范围[1.99, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:3
E00883,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:3
E00884,时间窗 W004,时间窗,井 红页L1HF-段 28 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:28:4
E00885,0.18%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 28-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:4:0.18%减阻水
E00886,"施工泵压变化 起73.12→止70.59，变化-2.53，均值71.6806，范围[70.59, 73.12]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:4
E00887,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:4
E00888,"砂比变化 起2.9→止5.1，变化2.2，均值4.9941，范围[2.9, 5.3]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:4
E00889,时间窗 W005,时间窗,井 红页L1HF-段 28 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:28:5
E00890,0.12%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 28-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:5:0.12%减阻水
E00891,"施工泵压变化 起70.45→止69.33，变化-1.12，均值69.9718，范围[68.22, 71.36]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:5
E00892,"排量变化 起24.04→止24.04，变化0，均值24.0353，范围[24.03, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:5
E00893,"砂比变化 起5.5→止11，变化5.5，均值9.0298，范围[0.1, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:5
E00894,时间窗 W006,时间窗,井 红页L1HF-段 28 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:28:6
E00895,0.18%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 28-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:6:0.18%减阻水
E00896,"施工泵压变化 起69.53→止67.87，变化-1.66，均值68.257，范围[67.41, 69.53]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:6
E00897,"排量变化 起24.04→止24.03，变化-0.01，均值24.0339，范围[24.03, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:6
E00898,"砂比变化 起10.6→止0.3，变化-10.3，均值11.413，范围[0.3, 12]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:6
E00899,时间窗 W007,时间窗,井 红页L1HF-段 28 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:28:7
E00900,0.12%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 28-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:7:0.12%减阻水
E00901,"施工泵压变化 起67.79→止69.32，变化1.53，均值67.9253，范围[58.75, 73.88]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:7
E00902,"排量变化 起24.03→止24.04，变化0.01，均值23.6177，范围[19.9, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:7
E00903,"砂比变化 起1→止10.3，变化9.3，均值9.9131，范围[0.2, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:7
E00904,时间窗 W008,时间窗,井 红页L1HF-段 28 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:28:8
E00905,0.25%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 28-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:8:0.25%减阻水
E00906,"施工泵压变化 起69.32→止67.28，变化-2.04，均值68.5156，范围[67.28, 69.34]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:8
E00907,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:8
E00908,"砂比变化 起10.4→止0.3，变化-10.1，均值11.5486，范围[0.3, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:8
E00909,时间窗 W009,时间窗,井 红页L1HF-段 28 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:28:9
E00910,0.12%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 28-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:28:9:0.12%减阻水
E00911,"施工泵压变化 起66.93→止0.28，变化-66.65，均值35.8356，范围[0.28, 66.93]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:28:9
E00912,"排量变化 起24.04→止0，变化-24.04，均值1.5853，范围[0, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:28:9
E00913,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:28:9
E00914,段 29,压裂段,井 红页L1HF 的第 29 段。,,,,segment:红页L1HF:29
E00915,时间窗 W001,时间窗,井 红页L1HF-段 29 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:29:1
E00916,0.12%减阻水@时间窗 W001,液型时间窗,井 红页L1HF-段 29-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:1:0.12%减阻水
E00917,"施工泵压变化 起8.94→止38.82，变化29.88，均值29.71，范围[8.94, 38.82]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:1
E00918,"排量变化 起0.17→止1.99，变化1.82，均值1.63，范围[0.17, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:1
E00919,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:1
E00920,时间窗 W002,时间窗,井 红页L1HF-段 29 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:29:2
E00921,15%HCl@时间窗 W002,液型时间窗,井 红页L1HF-段 29-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:2:15%HCl
E00922,"施工泵压变化 起39.23→止46.33，变化7.1，均值44.4641，范围[39.23, 46.33]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:2
E00923,"排量变化 起1.99→止2.43，变化0.44，均值1.9975，范围[1.99, 2.43]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:2
E00924,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:2
E00925,时间窗 W003,时间窗,井 红页L1HF-段 29 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:29:3
E00926,0.25%减阻水@时间窗 W003,液型时间窗,井 红页L1HF-段 29-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:3:0.25%减阻水
E00927,"施工泵压变化 起47.64→止65.62，变化17.98，均值65.6882，范围[47.64, 86.14]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:3
E00928,"排量变化 起2.85→止24.05，变化21.2，均值15.8227，范围[2.85, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:3
E00929,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:3
E00930,时间窗 W004,时间窗,井 红页L1HF-段 29 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:29:4
E00931,0.18%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 29-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:4:0.18%减阻水
E00932,"施工泵压变化 起65.63→止66.98，变化1.35，均值66.0506，范围[65.61, 66.98]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:4
E00933,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:4
E00934,"砂比变化 起1.2→止6.2，变化5，均值5.7812，范围[1.2, 6.9]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:4
E00935,时间窗 W005,时间窗,井 红页L1HF-段 29 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:29:5
E00936,0.12%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 29-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:5:0.12%减阻水
E00937,"施工泵压变化 起67.04→止67.13，变化0.09，均值66.6173，范围[60.87, 68.07]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:5
E00938,"排量变化 起24.05→止24.05，变化0，均值24.0501，范围[24.05, 24.07]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:5
E00939,"砂比变化 起7→止11.2，变化4.2，均值9.5807，范围[0.1, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:5
E00940,时间窗 W006,时间窗,井 红页L1HF-段 29 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:29:6
E00941,0.18%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 29-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:6:0.18%减阻水
E00942,"施工泵压变化 起66.96→止66.44，变化-0.52，均值66.53，范围[66.41, 66.96]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:6
E00943,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:6
E00944,"砂比变化 起12.1→止2.6，变化-9.5，均值12.005，范围[2.6, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:6
E00945,时间窗 W007,时间窗,井 红页L1HF-段 29 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:29:7
E00946,0.12%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 29-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:7:0.12%减阻水
E00947,"施工泵压变化 起58.71→止67.32，变化8.61，均值65.7384，范围[58.34, 67.51]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:7
E00948,"排量变化 起20.08→止24.04，变化3.96，均值23.7389，范围[20.07, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:7
E00949,"砂比变化 起5.4→止10.7，变化5.3，均值9.8255，范围[0.6, 12.2]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:7
E00950,时间窗 W008,时间窗,井 红页L1HF-段 29 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:29:8
E00951,0.25%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 29-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:8:0.25%减阻水
E00952,"施工泵压变化 起67.28→止66.63，变化-0.65，均值67.1686，范围[66.63, 67.46]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:8
E00953,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:8
E00954,"砂比变化 起11.3→止1.7，变化-9.6，均值12.3725，范围[1.7, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:8
E00955,时间窗 W009,时间窗,井 红页L1HF-段 29 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:29:9
E00956,0.12%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 29-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:29:9:0.12%减阻水
E00957,"施工泵压变化 起66.45→止0.13，变化-66.32，均值42.3097，范围[0.13, 66.45]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:29:9
E00958,"排量变化 起24.04→止0，变化-24.04，均值1.4113，范围[0, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:29:9
E00959,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:29:9
E00960,段 3,压裂段,井 红页L1HF 的第 3 段。,,,,segment:红页L1HF:3
E00961,时间窗 W001,时间窗,井 红页L1HF-段 3 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:3:1
E00962,0.12%减阻水@时间窗 W001,液型时间窗,井 红页L1HF-段 3-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:1:0.12%减阻水
E00963,"施工泵压变化 起12.54→止38.58，变化26.04，均值33.4714，范围[12.54, 38.58]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:1
E00964,"排量变化 起0→止1.84，变化1.84，均值1.6003，范围[0, 1.84]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:1
E00965,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:1
E00966,时间窗 W002,时间窗,井 红页L1HF-段 3 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:3:2
E00967,15%HCl@时间窗 W002,液型时间窗,井 红页L1HF-段 3-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:2:15%HCl
E00968,"施工泵压变化 起38.62→止38.52，变化-0.1，均值38.7586，范围[38.52, 39.04]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:2
E00969,"排量变化 起1.84→止1.84，变化0，均值1.84，范围[1.84, 1.84]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:2
E00970,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:2
E00971,时间窗 W003,时间窗,井 红页L1HF-段 3 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:3:3
E00972,0.25%减阻水@时间窗 W003,液型时间窗,井 红页L1HF-段 3-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:3:0.25%减阻水
E00973,"施工泵压变化 起38.52→止68.54，变化30.02，均值61.5229，范围[38.52, 91.19]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:3
E00974,"排量变化 起1.85→止24，变化22.15，均值10.8881，范围[1.85, 24.19]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:3
E00975,"砂比变化 起1.6→止5.1，变化3.5，均值4.7833，范围[1.6, 5.3]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:3
E00976,时间窗 W004,时间窗,井 红页L1HF-段 3 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:3:4
E00977,0.12%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 3-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:4:0.12%减阻水
E00978,"施工泵压变化 起68.59→止80.76，变化12.17，均值71.8177，范围[45.99, 82.88]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:4
E00979,"排量变化 起24→止24，变化0，均值22.2617，范围[11.94, 24.16]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:4
E00980,"砂比变化 起5.1→止10.1，变化5，均值7.154，范围[0.6, 10.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:4
E00981,时间窗 W005,时间窗,井 红页L1HF-段 3 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:3:5
E00982,0.18%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 3-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:5:0.18%减阻水
E00983,"施工泵压变化 起80.54→止73.52，变化-7.02，均值79.0173，范围[73.47, 80.54]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:5
E00984,"排量变化 起24→止24.01，变化0.01，均值24.0004，范围[24, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:5
E00985,"砂比变化 起10.1→止10.2，变化0.1，均值10.8728，范围[0.7, 12.8]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:5
E00986,时间窗 W006,时间窗,井 红页L1HF-段 3 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:3:6
E00987,0.12%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 3-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:6:0.12%减阻水
E00988,"施工泵压变化 起73.82→止77.26，变化3.44，均值77.3839，范围[73.82, 78.48]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:6
E00989,"排量变化 起24→止24.01，变化0.01，均值24.001，范围[24, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:6
E00990,"砂比变化 起10→止5.6，变化-4.4，均值11.5574，范围[5.6, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:6
E00991,时间窗 W007,时间窗,井 红页L1HF-段 3 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:3:7
E00992,0.25%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 3-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:7:0.25%减阻水
E00993,"施工泵压变化 起77.2→止76.74，变化-0.46，均值76.7351，范围[72.56, 79.56]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:7
E00994,"排量变化 起24→止24.01，变化0.01，均值24.0045，范围[24, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:7
E00995,"砂比变化 起11.4→止0.7，变化-10.7，均值11.3821，范围[0.2, 14]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:7
E00996,时间窗 W008,时间窗,井 红页L1HF-段 3 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:3:8
E00997,0.18%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 3-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:8:0.18%减阻水
E00998,"施工泵压变化 起76.68→止76.73，变化0.05，均值76.6775，范围[76.65, 76.73]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:8
E00999,"排量变化 起24.01→止24，变化-0.01，均值24.0025，范围[24, 24.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:8
E01000,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:8
E01001,时间窗 W009,时间窗,井 红页L1HF-段 3 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:3:9
E01002,0.12%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 3-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:3:9:0.12%减阻水
E01003,"施工泵压变化 起76.75→止32.32，变化-44.43，均值67.8，范围[32.32, 76.75]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:3:9
E01004,"排量变化 起24→止1.04，变化-22.96，均值19.9317，范围[1.04, 24.02]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:3:9
E01005,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:3:9
E01006,时间窗 W010,时间窗,井 红页L1HF-段 3 中使用液型 0 的连续时间窗。,,,,time_window:红页L1HF:3:10
