id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id,derived
1376,工况 其他,处置建议,当前建议: 未投加绳结，后期压力平缓下降。投加绳结有利于裂缝均匀扩展,E1369,E1377,worktype:红页L1HF:28:加砂中:其他,suggestion:红页L1HF:28:加砂中:其他,no
1377,施工情况 加砂中,发生工况,工况 主缝延伸,E1361,E1378,condition:红页L1HF:28:加砂中,worktype:红页L1HF:28:加砂中:主缝延伸,no
1378,工况 主缝延伸,开始时间,工况时间 2024-01-18 16:24:00,E1378,E1379,worktype:红页L1HF:28:加砂中:主缝延伸,worktype_time:红页L1HF:28:加砂中:主缝延伸,no
1379,工况 主缝延伸,施工特征,砂比平均值: 10.4932,E1378,E1380,worktype:红页L1HF:28:加砂中:主缝延伸,worktype_stats:红页L1HF:28:加砂中:主缝延伸:砂比:mean,no
1380,工况 主缝延伸,施工特征,砂比方差: 5.838,E1378,E1381,worktype:红页L1HF:28:加砂中:主缝延伸,worktype_stats:红页L1HF:28:加砂中:主缝延伸:砂比:var,no
1381,工况 主缝延伸,施工特征,排量平均值: 24.04,E1378,E1382,worktype:红页L1HF:28:加砂中:主缝延伸,worktype_stats:红页L1HF:28:加砂中:主缝延伸:排量:mean,no
1382,工况 主缝延伸,施工特征,排量方差: 0.0,E1378,E1383,worktype:红页L1HF:28:加砂中:主缝延伸,worktype_stats:红页L1HF:28:加砂中:主缝延伸:排量:var,no
1383,工况 主缝延伸,施工特征,施工泵压平均值: 68.7256,E1378,E1384,worktype:红页L1HF:28:加砂中:主缝延伸,worktype_stats:红页L1HF:28:加砂中:主缝延伸:施工泵压:mean,no
1384,工况 主缝延伸,施工特征,施工泵压方差: 1.3468,E1378,E1385,worktype:红页L1HF:28:加砂中:主缝延伸,worktype_stats:红页L1HF:28:加砂中:主缝延伸:施工泵压:var,no
1385,工况 主缝延伸,处置建议,当前建议: 保持当前措施,E1378,E1386,worktype:红页L1HF:28:加砂中:主缝延伸,suggestion:红页L1HF:28:加砂中:主缝延伸,no
1386,段号 28,包含施工阶段,施工情况 加砂后,E1345,E1387,segment:红页L1HF:28,condition:红页L1HF:28:加砂后,no
1387,施工情况 加砂后,开始时间,施工时间 2024-01-18 16:58:10,E1387,E1388,condition:红页L1HF:28:加砂后,condition_time:红页L1HF:28:加砂后,no
1388,施工情况 加砂后,施工特征,砂比平均值: 无数据,E1387,E1389,condition:红页L1HF:28:加砂后,condition_stats:红页L1HF:28:加砂后:砂比:mean,no
1389,施工情况 加砂后,施工特征,砂比方差: 无数据,E1387,E1390,condition:红页L1HF:28:加砂后,condition_stats:红页L1HF:28:加砂后:砂比:var,no
1390,施工情况 加砂后,施工特征,排量平均值: 2.6933,E1387,E1391,condition:红页L1HF:28:加砂后,condition_stats:红页L1HF:28:加砂后:排量:mean,no
1391,施工情况 加砂后,施工特征,排量方差: 54.9375,E1387,E1392,condition:红页L1HF:28:加砂后,condition_stats:红页L1HF:28:加砂后:排量:var,no
1392,施工情况 加砂后,施工特征,施工泵压平均值: 37.3997,E1387,E1393,condition:红页L1HF:28:加砂后,condition_stats:红页L1HF:28:加砂后:施工泵压:mean,no
1393,施工情况 加砂后,施工特征,施工泵压方差: 113.76,E1387,E1394,condition:红页L1HF:28:加砂后,condition_stats:红页L1HF:28:加砂后:施工泵压:var,no
1394,井号 红页L1HF,包含段,段号 29,E0001,E1395,well:红页L1HF,segment:红页L1HF:29,no
1395,段号 29,开始时间,段号时间 2024-01-19 08:34:20,E1395,E1396,segment:红页L1HF:29,segment_time:红页L1HF:29,no
1396,段号 29,施工特征,砂比平均值: 9.9042,E1395,E1397,segment:红页L1HF:29,segment_stats:红页L1HF:29:砂比:mean,no
1397,段号 29,施工特征,砂比方差: 6.6764,E1395,E1398,segment:红页L1HF:29,segment_stats:红页L1HF:29:砂比:var,no
1398,段号 29,施工特征,排量平均值: 16.4271,E1395,E1399,segment:红页L1HF:29,segment_stats:红页L1HF:29:排量:mean,no
1399,段号 29,施工特征,排量方差: 111.8951,E1395,E1400,segment:红页L1HF:29,segment_stats:红页L1HF:29:排量:var,no
1400,段号 29,施工特征,施工泵压平均值: 59.1098,E1395,E1401,segment:红页L1HF:29,segment_stats:红页L1HF:29:施工泵压:mean,no
1401,段号 29,施工特征,施工泵压方差: 158.2978,E1395,E1402,segment:红页L1HF:29,segment_stats:红页L1HF:29:施工泵压:var,no
1402,段号 29,包含施工阶段,施工情况 加砂前,E1395,E1403,segment:红页L1HF:29,condition:红页L1HF:29:加砂前,no
1403,施工情况 加砂前,开始时间,施工时间 2024-01-19 08:34:20,E1403,E1404,condition:红页L1HF:29:加砂前,condition_time:红页L1HF:29:加砂前,no
1404,施工情况 加砂前,施工特征,砂比平均值: 无数据,E1403,E1405,condition:红页L1HF:29:加砂前,condition_stats:红页L1HF:29:加砂前:砂比:mean,no
1405,施工情况 加砂前,施工特征,砂比方差: 无数据,E1403,E1406,condition:红页L1HF:29:加砂前,condition_stats:红页L1HF:29:加砂前:砂比:var,no
1406,施工情况 加砂前,施工特征,排量平均值: 9.9241,E1403,E1407,condition:红页L1HF:29:加砂前,condition_stats:红页L1HF:29:加砂前:排量:mean,no
1407,施工情况 加砂前,施工特征,排量方差: 85.5726,E1403,E1408,condition:红页L1HF:29:加砂前,condition_stats:红页L1HF:29:加砂前:排量:var,no
1408,施工情况 加砂前,施工特征,施工泵压平均值: 55.1675,E1403,E1409,condition:红页L1HF:29:加砂前,condition_stats:红页L1HF:29:加砂前:施工泵压:mean,no
1409,施工情况 加砂前,施工特征,施工泵压方差: 236.1811,E1403,E1410,condition:红页L1HF:29:加砂前,condition_stats:红页L1HF:29:加砂前:施工泵压:var,no
1410,段号 29,包含施工阶段,施工情况 加砂中,E1395,E1411,segment:红页L1HF:29,condition:红页L1HF:29:加砂中,no
1411,施工情况 加砂中,开始时间,施工时间 2024-01-19 09:05:20,E1411,E1412,condition:红页L1HF:29:加砂中,condition_time:红页L1HF:29:加砂中,no
1412,施工情况 加砂中,施工特征,砂比平均值: 9.9042,E1411,E1413,condition:红页L1HF:29:加砂中,condition_stats:红页L1HF:29:加砂中:砂比:mean,no
1413,施工情况 加砂中,施工特征,砂比方差: 6.6764,E1411,E1414,condition:红页L1HF:29:加砂中,condition_stats:红页L1HF:29:加砂中:砂比:var,no
1414,施工情况 加砂中,施工特征,排量平均值: 23.8759,E1411,E1415,condition:红页L1HF:29:加砂中,condition_stats:红页L1HF:29:加砂中:排量:mean,no
1415,施工情况 加砂中,施工特征,排量方差: 1.5751,E1411,E1416,condition:红页L1HF:29:加砂中,condition_stats:红页L1HF:29:加砂中:排量:var,no
1416,施工情况 加砂中,施工特征,施工泵压平均值: 66.2404,E1411,E1417,condition:红页L1HF:29:加砂中,condition_stats:红页L1HF:29:加砂中:施工泵压:mean,no
1417,施工情况 加砂中,施工特征,施工泵压方差: 3.9282,E1411,E1418,condition:红页L1HF:29:加砂中,condition_stats:红页L1HF:29:加砂中:施工泵压:var,no
1418,施工情况 加砂中,发生工况,工况 缝口暂堵,E1411,E1419,condition:红页L1HF:29:加砂中,worktype:红页L1HF:29:加砂中:缝口暂堵,no
1419,工况 缝口暂堵,开始时间,工况时间 2024-01-19 09:54:40,E1419,E1420,worktype:红页L1HF:29:加砂中:缝口暂堵,worktype_time:红页L1HF:29:加砂中:缝口暂堵,no
1420,工况 缝口暂堵,施工特征,砂比平均值: 9.9407,E1419,E1421,worktype:红页L1HF:29:加砂中:缝口暂堵,worktype_stats:红页L1HF:29:加砂中:缝口暂堵:砂比:mean,no
1421,工况 缝口暂堵,施工特征,砂比方差: 8.2424,E1419,E1422,worktype:红页L1HF:29:加砂中:缝口暂堵,worktype_stats:红页L1HF:29:加砂中:缝口暂堵:砂比:var,no
1422,工况 缝口暂堵,施工特征,排量平均值: 22.5515,E1419,E1423,worktype:红页L1HF:29:加砂中:缝口暂堵,worktype_stats:红页L1HF:29:加砂中:缝口暂堵:排量:mean,no
1423,工况 缝口暂堵,施工特征,排量方差: 3.3418,E1419,E1424,worktype:红页L1HF:29:加砂中:缝口暂堵,worktype_stats:红页L1HF:29:加砂中:缝口暂堵:排量:var,no
1424,工况 缝口暂堵,施工特征,施工泵压平均值: 63.052,E1419,E1425,worktype:红页L1HF:29:加砂中:缝口暂堵,worktype_stats:红页L1HF:29:加砂中:缝口暂堵:施工泵压:mean,no
1425,工况 缝口暂堵,施工特征,施工泵压方差: 11.8831,E1419,E1426,worktype:红页L1HF:29:加砂中:缝口暂堵,worktype_stats:红页L1HF:29:加砂中:缝口暂堵:施工泵压:var,no
1426,工况 缝口暂堵,处置建议,当前建议: 无建议,E1419,E1427,worktype:红页L1HF:29:加砂中:缝口暂堵,suggestion:红页L1HF:29:加砂中:缝口暂堵,no
1427,施工情况 加砂中,发生工况,工况 缝内暂堵,E1411,E1428,condition:红页L1HF:29:加砂中,worktype:红页L1HF:29:加砂中:缝内暂堵,no
1428,工况 缝内暂堵,开始时间,工况时间 2024-01-19 09:25:40,E1428,E1429,worktype:红页L1HF:29:加砂中:缝内暂堵,worktype_time:红页L1HF:29:加砂中:缝内暂堵,no
1429,工况 缝内暂堵,施工特征,砂比平均值: 5.9793,E1428,E1430,worktype:红页L1HF:29:加砂中:缝内暂堵,worktype_stats:红页L1HF:29:加砂中:缝内暂堵:砂比:mean,no
1430,工况 缝内暂堵,施工特征,砂比方差: 2.2196,E1428,E1431,worktype:红页L1HF:29:加砂中:缝内暂堵,worktype_stats:红页L1HF:29:加砂中:缝内暂堵:砂比:var,no
1431,工况 缝内暂堵,施工特征,排量平均值: 24.0462,E1428,E1432,worktype:红页L1HF:29:加砂中:缝内暂堵,worktype_stats:红页L1HF:29:加砂中:缝内暂堵:排量:mean,no
1432,工况 缝内暂堵,施工特征,排量方差: 0.0,E1428,E1433,worktype:红页L1HF:29:加砂中:缝内暂堵,worktype_stats:红页L1HF:29:加砂中:缝内暂堵:排量:var,no
1433,工况 缝内暂堵,施工特征,施工泵压平均值: 64.6351,E1428,E1434,worktype:红页L1HF:29:加砂中:缝内暂堵,worktype_stats:红页L1HF:29:加砂中:缝内暂堵:施工泵压:mean,no
1434,工况 缝内暂堵,施工特征,施工泵压方差: 2.4135,E1428,E1435,worktype:红页L1HF:29:加砂中:缝内暂堵,worktype_stats:红页L1HF:29:加砂中:缝内暂堵:施工泵压:var,no
1435,工况 缝内暂堵,处置建议,当前建议: 无建议,E1428,E1436,worktype:红页L1HF:29:加砂中:缝内暂堵,suggestion:红页L1HF:29:加砂中:缝内暂堵,no
1436,段号 29,包含施工阶段,施工情况 加砂后,E1395,E1437,segment:红页L1HF:29,condition:红页L1HF:29:加砂后,no
1437,施工情况 加砂后,开始时间,施工时间 2024-01-19 10:36:00,E1437,E1438,condition:红页L1HF:29:加砂后,condition_time:红页L1HF:29:加砂后,no
1438,施工情况 加砂后,施工特征,砂比平均值: 无数据,E1437,E1439,condition:红页L1HF:29:加砂后,condition_stats:红页L1HF:29:加砂后:砂比:mean,no
1439,施工情况 加砂后,施工特征,砂比方差: 无数据,E1437,E1440,condition:红页L1HF:29:加砂后,condition_stats:红页L1HF:29:加砂后:砂比:var,no
1440,施工情况 加砂后,施工特征,排量平均值: 2.6421,E1437,E1441,condition:红页L1HF:29:加砂后,condition_stats:红页L1HF:29:加砂后:排量:mean,no
1441,施工情况 加砂后,施工特征,排量方差: 55.0823,E1437,E1442,condition:红页L1HF:29:加砂后,condition_stats:红页L1HF:29:加砂后:排量:var,no
1442,施工情况 加砂后,施工特征,施工泵压平均值: 43.6431,E1437,E1443,condition:红页L1HF:29:加砂后,condition_stats:红页L1HF:29:加砂后:施工泵压:mean,no
1443,施工情况 加砂后,施工特征,施工泵压方差: 107.6313,E1437,E1444,condition:红页L1HF:29:加砂后,condition_stats:红页L1HF:29:加砂后:施工泵压:var,no
1444,井号 红页L1HF,包含段,段号 3,E0001,E1445,well:红页L1HF,segment:红页L1HF:3,no
1445,段号 3,开始时间,段号时间 2024-01-05 16:37:30,E1445,E1446,segment:红页L1HF:3,segment_time:红页L1HF:3,no
1446,段号 3,施工特征,砂比平均值: 9.0127,E1445,E1447,segment:红页L1HF:3,segment_stats:红页L1HF:3:砂比:mean,no
1447,段号 3,施工特征,砂比方差: 7.9983,E1445,E1448,segment:红页L1HF:3,segment_stats:红页L1HF:3:砂比:var,no
1448,段号 3,施工特征,排量平均值: 14.3861,E1445,E1449,segment:红页L1HF:3,segment_stats:红页L1HF:3:排量:mean,no
1449,段号 3,施工特征,排量方差: 115.2013,E1445,E1450,segment:红页L1HF:3,segment_stats:红页L1HF:3:排量:var,no
1450,段号 3,施工特征,施工泵压平均值: 58.9877,E1445,E1451,segment:红页L1HF:3,segment_stats:红页L1HF:3:施工泵压:mean,no
1451,段号 3,施工特征,施工泵压方差: 486.872,E1445,E1452,segment:红页L1HF:3,segment_stats:红页L1HF:3:施工泵压:var,no
1452,段号 3,包含施工阶段,施工情况 加砂前,E1445,E1453,segment:红页L1HF:3,condition:红页L1HF:3:加砂前,no
1453,施工情况 加砂前,开始时间,施工时间 2024-01-05 16:37:30,E1453,E1454,condition:红页L1HF:3:加砂前,condition_time:红页L1HF:3:加砂前,no
1454,施工情况 加砂前,施工特征,砂比平均值: 无数据,E1453,E1455,condition:红页L1HF:3:加砂前,condition_stats:红页L1HF:3:加砂前:砂比:mean,no
1455,施工情况 加砂前,施工特征,砂比方差: 无数据,E1453,E1456,condition:红页L1HF:3:加砂前,condition_stats:红页L1HF:3:加砂前:砂比:var,no
1456,施工情况 加砂前,施工特征,排量平均值: 5.8259,E1453,E1457,condition:红页L1HF:3:加砂前,condition_stats:红页L1HF:3:加砂前:排量:mean,no
1457,施工情况 加砂前,施工特征,排量方差: 40.4994,E1453,E1458,condition:红页L1HF:3:加砂前,condition_stats:红页L1HF:3:加砂前:排量:var,no
1458,施工情况 加砂前,施工特征,施工泵压平均值: 49.4817,E1453,E1459,condition:红页L1HF:3:加砂前,condition_stats:红页L1HF:3:加砂前:施工泵压:mean,no
1459,施工情况 加砂前,施工特征,施工泵压方差: 335.933,E1453,E1460,condition:红页L1HF:3:加砂前,condition_stats:红页L1HF:3:加砂前:施工泵压:var,no
1460,段号 3,包含施工阶段,施工情况 加砂中,E1445,E1461,segment:红页L1HF:3,condition:红页L1HF:3:加砂中,no
1461,施工情况 加砂中,开始时间,施工时间 2024-01-05 17:14:30,E1461,E1462,condition:红页L1HF:3:加砂中,condition_time:红页L1HF:3:加砂中,no
1462,施工情况 加砂中,施工特征,砂比平均值: 9.0127,E1461,E1463,condition:红页L1HF:3:加砂中,condition_stats:红页L1HF:3:加砂中:砂比:mean,no
1463,施工情况 加砂中,施工特征,砂比方差: 7.9983,E1461,E1464,condition:红页L1HF:3:加砂中,condition_stats:红页L1HF:3:加砂中:砂比:var,no
1464,施工情况 加砂中,施工特征,排量平均值: 22.9949,E1461,E1465,condition:红页L1HF:3:加砂中,condition_stats:红页L1HF:3:加砂中:排量:mean,no
1465,施工情况 加砂中,施工特征,排量方差: 11.1465,E1461,E1466,condition:红页L1HF:3:加砂中,condition_stats:红页L1HF:3:加砂中:排量:var,no
1466,施工情况 加砂中,施工特征,施工泵压平均值: 74.3165,E1461,E1467,condition:红页L1HF:3:加砂中,condition_stats:红页L1HF:3:加砂中:施工泵压:mean,no
1467,施工情况 加砂中,施工特征,施工泵压方差: 75.3742,E1461,E1468,condition:红页L1HF:3:加砂中,condition_stats:红页L1HF:3:加砂中:施工泵压:var,no
1468,施工情况 加砂中,发生工况,工况 缝口暂堵,E1461,E1469,condition:红页L1HF:3:加砂中,worktype:红页L1HF:3:加砂中:缝口暂堵,no
1469,工况 缝口暂堵,开始时间,工况时间 2024-01-05 17:43:50,E1469,E1470,worktype:红页L1HF:3:加砂中:缝口暂堵,worktype_time:红页L1HF:3:加砂中:缝口暂堵,no
1470,工况 缝口暂堵,施工特征,砂比平均值: 5.9667,E1469,E1471,worktype:红页L1HF:3:加砂中:缝口暂堵,worktype_stats:红页L1HF:3:加砂中:缝口暂堵:砂比:mean,no
1471,工况 缝口暂堵,施工特征,砂比方差: 1.2089,E1469,E1472,worktype:红页L1HF:3:加砂中:缝口暂堵,worktype_stats:红页L1HF:3:加砂中:缝口暂堵:砂比:var,no
1472,工况 缝口暂堵,施工特征,排量平均值: 17.4673,E1469,E1473,worktype:红页L1HF:3:加砂中:缝口暂堵,worktype_stats:红页L1HF:3:加砂中:缝口暂堵:排量:mean,no
1473,工况 缝口暂堵,施工特征,排量方差: 27.5446,E1469,E1474,worktype:红页L1HF:3:加砂中:缝口暂堵,worktype_stats:红页L1HF:3:加砂中:缝口暂堵:排量:var,no
1474,工况 缝口暂堵,施工特征,施工泵压平均值: 60.0983,E1469,E1475,worktype:红页L1HF:3:加砂中:缝口暂堵,worktype_stats:红页L1HF:3:加砂中:缝口暂堵:施工泵压:mean,no
1475,工况 缝口暂堵,施工特征,施工泵压方差: 175.7511,E1469,E1476,worktype:红页L1HF:3:加砂中:缝口暂堵,worktype_stats:红页L1HF:3:加砂中:缝口暂堵:施工泵压:var,no
1476,工况 缝口暂堵,处置建议,当前建议: 无建议,E1469,E1477,worktype:红页L1HF:3:加砂中:缝口暂堵,suggestion:红页L1HF:3:加砂中:缝口暂堵,no
1477,施工情况 加砂中,发生工况,工况 缝内暂堵,E1461,E1478,condition:红页L1HF:3:加砂中,worktype:红页L1HF:3:加砂中:缝内暂堵,no
1478,工况 缝内暂堵,开始时间,工况时间 2024-01-05 18:13:40,E1478,E1479,worktype:红页L1HF:3:加砂中:缝内暂堵,worktype_time:红页L1HF:3:加砂中:缝内暂堵,no
1479,工况 缝内暂堵,施工特征,砂比平均值: 9.7704,E1478,E1480,worktype:红页L1HF:3:加砂中:缝内暂堵,worktype_stats:红页L1HF:3:加砂中:缝内暂堵:砂比:mean,no
1480,工况 缝内暂堵,施工特征,砂比方差: 4.8325,E1478,E1481,worktype:红页L1HF:3:加砂中:缝内暂堵,worktype_stats:红页L1HF:3:加砂中:缝内暂堵:砂比:var,no
1481,工况 缝内暂堵,施工特征,排量平均值: 24.0008,E1478,E1482,worktype:红页L1HF:3:加砂中:缝内暂堵,worktype_stats:红页L1HF:3:加砂中:缝内暂堵:排量:mean,no
1482,工况 缝内暂堵,施工特征,排量方差: 0.0,E1478,E1483,worktype:红页L1HF:3:加砂中:缝内暂堵,worktype_stats:红页L1HF:3:加砂中:缝内暂堵:排量:var,no
1483,工况 缝内暂堵,施工特征,施工泵压平均值: 76.7075,E1478,E1484,worktype:红页L1HF:3:加砂中:缝内暂堵,worktype_stats:红页L1HF:3:加砂中:缝内暂堵:施工泵压:mean,no
1484,工况 缝内暂堵,施工特征,施工泵压方差: 5.4693,E1478,E1485,worktype:红页L1HF:3:加砂中:缝内暂堵,worktype_stats:红页L1HF:3:加砂中:缝内暂堵:施工泵压:var,no
1485,工况 缝内暂堵,处置建议,当前建议: 无建议,E1478,E1486,worktype:红页L1HF:3:加砂中:缝内暂堵,suggestion:红页L1HF:3:加砂中:缝内暂堵,no
1486,施工情况 加砂中,发生工况,工况 主缝延伸,E1461,E1487,condition:红页L1HF:3:加砂中,worktype:红页L1HF:3:加砂中:主缝延伸,no
1487,工况 主缝延伸,开始时间,工况时间 2024-01-05 18:25:00,E1487,E1488,worktype:红页L1HF:3:加砂中:主缝延伸,worktype_time:红页L1HF:3:加砂中:主缝延伸,no
1488,工况 主缝延伸,施工特征,砂比平均值: 11.7724,E1487,E1489,worktype:红页L1HF:3:加砂中:主缝延伸,worktype_stats:红页L1HF:3:加砂中:主缝延伸:砂比:mean,no
1489,工况 主缝延伸,施工特征,砂比方差: 8.2906,E1487,E1490,worktype:红页L1HF:3:加砂中:主缝延伸,worktype_stats:红页L1HF:3:加砂中:主缝延伸:砂比:var,no
1490,工况 主缝延伸,施工特征,排量平均值: 24.0039,E1487,E1491,worktype:红页L1HF:3:加砂中:主缝延伸,worktype_stats:红页L1HF:3:加砂中:主缝延伸:排量:mean,no
1491,工况 主缝延伸,施工特征,排量方差: 0.0,E1487,E1492,worktype:红页L1HF:3:加砂中:主缝延伸,worktype_stats:红页L1HF:3:加砂中:主缝延伸:排量:var,no
1492,工况 主缝延伸,施工特征,施工泵压平均值: 76.9558,E1487,E1493,worktype:红页L1HF:3:加砂中:主缝延伸,worktype_stats:红页L1HF:3:加砂中:主缝延伸:施工泵压:mean,no
1493,工况 主缝延伸,施工特征,施工泵压方差: 3.038,E1487,E1494,worktype:红页L1HF:3:加砂中:主缝延伸,worktype_stats:红页L1HF:3:加砂中:主缝延伸:施工泵压:var,no
1494,工况 主缝延伸,处置建议,当前建议: 保持当前措施,E1487,E1495,worktype:红页L1HF:3:加砂中:主缝延伸,suggestion:红页L1HF:3:加砂中:主缝延伸,no
1495,段号 3,包含施工阶段,施工情况 加砂后,E1445,E1496,segment:红页L1HF:3,condition:红页L1HF:3:加砂后,no
1496,施工情况 加砂后,开始时间,施工时间 2024-01-05 18:36:20,E1496,E1497,condition:红页L1HF:3:加砂后,condition_time:红页L1HF:3:加砂后,no
1497,施工情况 加砂后,施工特征,砂比平均值: 无数据,E1496,E1498,condition:红页L1HF:3:加砂后,condition_stats:红页L1HF:3:加砂后:砂比:mean,no
1498,施工情况 加砂后,施工特征,砂比方差: 无数据,E1496,E1499,condition:红页L1HF:3:加砂后,condition_stats:红页L1HF:3:加砂后:砂比:var,no
1499,施工情况 加砂后,施工特征,排量平均值: 2.5333,E1496,E1500,condition:红页L1HF:3:加砂后,condition_stats:红页L1HF:3:加砂后:排量:mean,no
1500,施工情况 加砂后,施工特征,排量方差: 51.7618,E1496,E1501,condition:红页L1HF:3:加砂后,condition_stats:红页L1HF:3:加砂后:排量:var,no
1501,施工情况 加砂后,施工特征,施工泵压平均值: 31.2961,E1496,E1502,condition:红页L1HF:3:加砂后,condition_stats:红页L1HF:3:加砂后:施工泵压:mean,no
1502,施工情况 加砂后,施工特征,施工泵压方差: 234.1764,E1496,E1503,condition:红页L1HF:3:加砂后,condition_stats:红页L1HF:3:加砂后:施工泵压:var,no
1503,井号 红页L1HF,包含段,段号 30,E0001,E1504,well:红页L1HF,segment:红页L1HF:30,no
1504,段号 30,开始时间,段号时间 2024-01-19 15:08:40,E1504,E1505,segment:红页L1HF:30,segment_time:红页L1HF:30,no
1505,段号 30,施工特征,砂比平均值: 9.5128,E1504,E1506,segment:红页L1HF:30,segment_stats:红页L1HF:30:砂比:mean,no
1506,段号 30,施工特征,砂比方差: 7.4455,E1504,E1507,segment:红页L1HF:30,segment_stats:红页L1HF:30:砂比:var,no
1507,段号 30,施工特征,排量平均值: 16.9715,E1504,E1508,segment:红页L1HF:30,segment_stats:红页L1HF:30:排量:mean,no
1508,段号 30,施工特征,排量方差: 101.6465,E1504,E1509,segment:红页L1HF:30,segment_stats:红页L1HF:30:排量:var,no
1509,段号 30,施工特征,施工泵压平均值: 64.9052,E1504,E1510,segment:红页L1HF:30,segment_stats:红页L1HF:30:施工泵压:mean,no
1510,段号 30,施工特征,施工泵压方差: 247.4064,E1504,E1511,segment:红页L1HF:30,segment_stats:红页L1HF:30:施工泵压:var,no
1511,段号 30,包含施工阶段,施工情况 加砂前,E1504,E1512,segment:红页L1HF:30,condition:红页L1HF:30:加砂前,no
1512,施工情况 加砂前,开始时间,施工时间 2024-01-19 15:08:40,E1512,E1513,condition:红页L1HF:30:加砂前,condition_time:红页L1HF:30:加砂前,no
1513,施工情况 加砂前,施工特征,砂比平均值: 无数据,E1512,E1514,condition:红页L1HF:30:加砂前,condition_stats:红页L1HF:30:加砂前:砂比:mean,no
1514,施工情况 加砂前,施工特征,砂比方差: 无数据,E1512,E1515,condition:红页L1HF:30:加砂前,condition_stats:红页L1HF:30:加砂前:砂比:var,no
1515,施工情况 加砂前,施工特征,排量平均值: 10.6514,E1512,E1516,condition:红页L1HF:30:加砂前,condition_stats:红页L1HF:30:加砂前:排量:mean,no
1516,施工情况 加砂前,施工特征,排量方差: 83.9113,E1512,E1517,condition:红页L1HF:30:加砂前,condition_stats:红页L1HF:30:加砂前:排量:var,no
1517,施工情况 加砂前,施工特征,施工泵压平均值: 54.9737,E1512,E1518,condition:红页L1HF:30:加砂前,condition_stats:红页L1HF:30:加砂前:施工泵压:mean,no
1518,施工情况 加砂前,施工特征,施工泵压方差: 304.1431,E1512,E1519,condition:红页L1HF:30:加砂前,condition_stats:红页L1HF:30:加砂前:施工泵压:var,no
1519,段号 30,包含施工阶段,施工情况 加砂中,E1504,E1520,segment:红页L1HF:30,condition:红页L1HF:30:加砂中,no
1520,施工情况 加砂中,开始时间,施工时间 2024-01-19 15:38:30,E1520,E1521,condition:红页L1HF:30:加砂中,condition_time:红页L1HF:30:加砂中,no
1521,施工情况 加砂中,施工特征,砂比平均值: 9.5128,E1520,E1522,condition:红页L1HF:30:加砂中,condition_stats:红页L1HF:30:加砂中:砂比:mean,no
1522,施工情况 加砂中,施工特征,砂比方差: 7.4455,E1520,E1523,condition:红页L1HF:30:加砂中,condition_stats:红页L1HF:30:加砂中:砂比:var,no
1523,施工情况 加砂中,施工特征,排量平均值: 22.7996,E1520,E1524,condition:红页L1HF:30:加砂中,condition_stats:红页L1HF:30:加砂中:排量:mean,no
1524,施工情况 加砂中,施工特征,排量方差: 15.3548,E1520,E1525,condition:红页L1HF:30:加砂中,condition_stats:红页L1HF:30:加砂中:排量:var,no
1525,施工情况 加砂中,施工特征,施工泵压平均值: 72.9657,E1520,E1526,condition:红页L1HF:30:加砂中,condition_stats:红页L1HF:30:加砂中:施工泵压:mean,no
1526,施工情况 加砂中,施工特征,施工泵压方差: 66.8862,E1520,E1527,condition:红页L1HF:30:加砂中,condition_stats:红页L1HF:30:加砂中:施工泵压:var,no
1527,施工情况 加砂中,发生工况,工况 缝内暂堵,E1520,E1528,condition:红页L1HF:30:加砂中,worktype:红页L1HF:30:加砂中:缝内暂堵,no
1528,工况 缝内暂堵,开始时间,工况时间 2024-01-19 15:59:50,E1528,E1529,worktype:红页L1HF:30:加砂中:缝内暂堵,worktype_time:红页L1HF:30:加砂中:缝内暂堵,no
1529,工况 缝内暂堵,施工特征,砂比平均值: 7.139,E1528,E1530,worktype:红页L1HF:30:加砂中:缝内暂堵,worktype_stats:红页L1HF:30:加砂中:缝内暂堵:砂比:mean,no
1530,工况 缝内暂堵,施工特征,砂比方差: 7.1516,E1528,E1531,worktype:红页L1HF:30:加砂中:缝内暂堵,worktype_stats:红页L1HF:30:加砂中:缝内暂堵:砂比:var,no
1531,工况 缝内暂堵,施工特征,排量平均值: 24.0811,E1528,E1532,worktype:红页L1HF:30:加砂中:缝内暂堵,worktype_stats:红页L1HF:30:加砂中:缝内暂堵:排量:mean,no
1532,工况 缝内暂堵,施工特征,排量方差: 0.0,E1528,E1533,worktype:红页L1HF:30:加砂中:缝内暂堵,worktype_stats:红页L1HF:30:加砂中:缝内暂堵:排量:var,no
1533,工况 缝内暂堵,施工特征,施工泵压平均值: 67.7143,E1528,E1534,worktype:红页L1HF:30:加砂中:缝内暂堵,worktype_stats:红页L1HF:30:加砂中:缝内暂堵:施工泵压:mean,no
1534,工况 缝内暂堵,施工特征,施工泵压方差: 4.0277,E1528,E1535,worktype:红页L1HF:30:加砂中:缝内暂堵,worktype_stats:红页L1HF:30:加砂中:缝内暂堵:施工泵压:var,no
1535,工况 缝内暂堵,处置建议,当前建议: 无建议,E1528,E1536,worktype:红页L1HF:30:加砂中:缝内暂堵,suggestion:红页L1HF:30:加砂中:缝内暂堵,no
1536,施工情况 加砂中,发生工况,工况 缝口暂堵,E1520,E1537,condition:红页L1HF:30:加砂中,worktype:红页L1HF:30:加砂中:缝口暂堵,no
