id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id
1099,井号 红页L1HF,段号,段号 24,E0001,E1100,well:红页L1HF,segment:红页L1HF:24
1100,段号 24,段号时间,段号时间 2024-01-16 15:04:10,E1100,E1101,segment:红页L1HF:24,segment_time:红页L1HF:24
1101,段号 24,统计量,砂比平均值: 9.7958,E1100,E1102,segment:红页L1HF:24,segment_stats:红页L1HF:24:砂比:mean
1102,段号 24,统计量,砂比方差: 4.823,E1100,E1103,segment:红页L1HF:24,segment_stats:红页L1HF:24:砂比:var
1103,段号 24,统计量,排量平均值: 16.5301,E1100,E1104,segment:红页L1HF:24,segment_stats:红页L1HF:24:排量:mean
1104,段号 24,统计量,排量方差: 107.3545,E1100,E1105,segment:红页L1HF:24,segment_stats:红页L1HF:24:排量:var
1105,段号 24,统计量,施工泵压平均值: 67.3468,E1100,E1106,segment:红页L1HF:24,segment_stats:红页L1HF:24:施工泵压:mean
1106,段号 24,统计量,施工泵压方差: 341.0599,E1100,E1107,segment:红页L1HF:24,segment_stats:红页L1HF:24:施工泵压:var
1107,段号 24,施工情况,施工情况 加砂前,E1100,E1108,segment:红页L1HF:24,condition:红页L1HF:24:加砂前
1108,施工情况 加砂前,施工时间,施工时间 2024-01-16 15:04:10,E1108,E1109,condition:红页L1HF:24:加砂前,condition_time:红页L1HF:24:加砂前
1109,施工情况 加砂前,统计量,砂比平均值: 无数据,E1108,E1110,condition:红页L1HF:24:加砂前,condition_stats:红页L1HF:24:加砂前:砂比:mean
1110,施工情况 加砂前,统计量,砂比方差: 无数据,E1108,E1111,condition:红页L1HF:24:加砂前,condition_stats:红页L1HF:24:加砂前:砂比:var
1111,施工情况 加砂前,统计量,排量平均值: 9.1188,E1108,E1112,condition:红页L1HF:24:加砂前,condition_stats:红页L1HF:24:加砂前:排量:mean
1112,施工情况 加砂前,统计量,排量方差: 63.7106,E1108,E1113,condition:红页L1HF:24:加砂前,condition_stats:红页L1HF:24:加砂前:排量:var
1113,施工情况 加砂前,统计量,施工泵压平均值: 52.5736,E1108,E1114,condition:红页L1HF:24:加砂前,condition_stats:红页L1HF:24:加砂前:施工泵压:mean
1114,施工情况 加砂前,统计量,施工泵压方差: 314.0002,E1108,E1115,condition:红页L1HF:24:加砂前,condition_stats:红页L1HF:24:加砂前:施工泵压:var
1115,段号 24,施工情况,施工情况 加砂中,E1100,E1116,segment:红页L1HF:24,condition:红页L1HF:24:加砂中
1116,施工情况 加砂中,施工时间,施工时间 2024-01-16 15:37:50,E1116,E1117,condition:红页L1HF:24:加砂中,condition_time:红页L1HF:24:加砂中
1117,施工情况 加砂中,统计量,砂比平均值: 9.7958,E1116,E1118,condition:红页L1HF:24:加砂中,condition_stats:红页L1HF:24:加砂中:砂比:mean
1118,施工情况 加砂中,统计量,砂比方差: 4.823,E1116,E1119,condition:红页L1HF:24:加砂中,condition_stats:红页L1HF:24:加砂中:砂比:var
1119,施工情况 加砂中,统计量,排量平均值: 23.7821,E1116,E1120,condition:红页L1HF:24:加砂中,condition_stats:红页L1HF:24:加砂中:排量:mean
1120,施工情况 加砂中,统计量,排量方差: 3.209,E1116,E1121,condition:红页L1HF:24:加砂中,condition_stats:红页L1HF:24:加砂中:排量:var
1121,施工情况 加砂中,统计量,施工泵压平均值: 79.5823,E1116,E1122,condition:红页L1HF:24:加砂中,condition_stats:红页L1HF:24:加砂中:施工泵压:mean
1122,施工情况 加砂中,统计量,施工泵压方差: 25.238,E1116,E1123,condition:红页L1HF:24:加砂中,condition_stats:红页L1HF:24:加砂中:施工泵压:var
1123,施工情况 加砂中,工况,工况 缝内暂堵,E1116,E1124,condition:红页L1HF:24:加砂中,worktype:红页L1HF:24:加砂中:缝内暂堵
1124,工况 缝内暂堵,工况时间,工况时间 2024-01-16 16:02:00,E1124,E1125,worktype:红页L1HF:24:加砂中:缝内暂堵,worktype_time:红页L1HF:24:加砂中:缝内暂堵
1125,工况 缝内暂堵,统计量,砂比平均值: 8.1302,E1124,E1126,worktype:红页L1HF:24:加砂中:缝内暂堵,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:砂比:mean
1126,工况 缝内暂堵,统计量,砂比方差: 4.1677,E1124,E1127,worktype:红页L1HF:24:加砂中:缝内暂堵,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:砂比:var
1127,工况 缝内暂堵,统计量,排量平均值: 24.0062,E1124,E1128,worktype:红页L1HF:24:加砂中:缝内暂堵,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:排量:mean
1128,工况 缝内暂堵,统计量,排量方差: 0.0,E1124,E1129,worktype:红页L1HF:24:加砂中:缝内暂堵,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:排量:var
1129,工况 缝内暂堵,统计量,施工泵压平均值: 77.6542,E1124,E1130,worktype:红页L1HF:24:加砂中:缝内暂堵,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:施工泵压:mean
1130,工况 缝内暂堵,统计量,施工泵压方差: 11.7359,E1124,E1131,worktype:红页L1HF:24:加砂中:缝内暂堵,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:施工泵压:var
1131,工况 缝内暂堵,当前建议,当前建议: 无建议,E1124,E1132,worktype:红页L1HF:24:加砂中:缝内暂堵,suggestion:红页L1HF:24:加砂中:缝内暂堵
1132,施工情况 加砂中,工况,工况 缝口暂堵,E1116,E1133,condition:红页L1HF:24:加砂中,worktype:红页L1HF:24:加砂中:缝口暂堵
1133,工况 缝口暂堵,工况时间,工况时间 2024-01-16 16:29:20,E1133,E1134,worktype:红页L1HF:24:加砂中:缝口暂堵,worktype_time:红页L1HF:24:加砂中:缝口暂堵
1134,工况 缝口暂堵,统计量,砂比平均值: 8.7185,E1133,E1135,worktype:红页L1HF:24:加砂中:缝口暂堵,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:砂比:mean
1135,工况 缝口暂堵,统计量,砂比方差: 8.3215,E1133,E1136,worktype:红页L1HF:24:加砂中:缝口暂堵,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:砂比:var
1136,工况 缝口暂堵,统计量,排量平均值: 22.4761,E1133,E1137,worktype:红页L1HF:24:加砂中:缝口暂堵,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:排量:mean
1137,工况 缝口暂堵,统计量,排量方差: 3.2681,E1133,E1138,worktype:红页L1HF:24:加砂中:缝口暂堵,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:排量:var
1138,工况 缝口暂堵,统计量,施工泵压平均值: 76.1618,E1133,E1139,worktype:红页L1HF:24:加砂中:缝口暂堵,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:施工泵压:mean
1139,工况 缝口暂堵,统计量,施工泵压方差: 30.8623,E1133,E1140,worktype:红页L1HF:24:加砂中:缝口暂堵,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:施工泵压:var
1140,工况 缝口暂堵,当前建议,当前建议: 无建议,E1133,E1141,worktype:红页L1HF:24:加砂中:缝口暂堵,suggestion:红页L1HF:24:加砂中:缝口暂堵
1141,施工情况 加砂中,工况,工况 主缝延伸,E1116,E1142,condition:红页L1HF:24:加砂中,worktype:红页L1HF:24:加砂中:主缝延伸
1142,工况 主缝延伸,工况时间,工况时间 2024-01-16 17:10:50,E1142,E1143,worktype:红页L1HF:24:加砂中:主缝延伸,worktype_time:红页L1HF:24:加砂中:主缝延伸
1143,工况 主缝延伸,统计量,砂比平均值: 10.6446,E1142,E1144,worktype:红页L1HF:24:加砂中:主缝延伸,worktype_stats:红页L1HF:24:加砂中:主缝延伸:砂比:mean
1144,工况 主缝延伸,统计量,砂比方差: 1.8479,E1142,E1145,worktype:红页L1HF:24:加砂中:主缝延伸,worktype_stats:红页L1HF:24:加砂中:主缝延伸:砂比:var
1145,工况 主缝延伸,统计量,排量平均值: 24.0019,E1142,E1146,worktype:红页L1HF:24:加砂中:主缝延伸,worktype_stats:红页L1HF:24:加砂中:主缝延伸:排量:mean
1146,工况 主缝延伸,统计量,排量方差: 0.0,E1142,E1147,worktype:红页L1HF:24:加砂中:主缝延伸,worktype_stats:红页L1HF:24:加砂中:主缝延伸:排量:var
1147,工况 主缝延伸,统计量,施工泵压平均值: 83.9554,E1142,E1148,worktype:红页L1HF:24:加砂中:主缝延伸,worktype_stats:红页L1HF:24:加砂中:主缝延伸:施工泵压:mean
1148,工况 主缝延伸,统计量,施工泵压方差: 0.2484,E1142,E1149,worktype:红页L1HF:24:加砂中:主缝延伸,worktype_stats:红页L1HF:24:加砂中:主缝延伸:施工泵压:var
1149,工况 主缝延伸,当前建议,当前建议: 保持当前措施,E1142,E1150,worktype:红页L1HF:24:加砂中:主缝延伸,suggestion:红页L1HF:24:加砂中:主缝延伸
1150,段号 24,施工情况,施工情况 加砂后,E1100,E1151,segment:红页L1HF:24,condition:红页L1HF:24:加砂后
1151,施工情况 加砂后,施工时间,施工时间 2024-01-16 17:23:40,E1151,E1152,condition:红页L1HF:24:加砂后,condition_time:红页L1HF:24:加砂后
1152,施工情况 加砂后,统计量,砂比平均值: 无数据,E1151,E1153,condition:红页L1HF:24:加砂后,condition_stats:红页L1HF:24:加砂后:砂比:mean
1153,施工情况 加砂后,统计量,砂比方差: 无数据,E1151,E1154,condition:红页L1HF:24:加砂后,condition_stats:红页L1HF:24:加砂后:砂比:var
1154,施工情况 加砂后,统计量,排量平均值: 2.1492,E1151,E1155,condition:红页L1HF:24:加砂后,condition_stats:红页L1HF:24:加砂后:排量:mean
1155,施工情况 加砂后,统计量,排量方差: 44.3872,E1151,E1156,condition:红页L1HF:24:加砂后,condition_stats:红页L1HF:24:加砂后:排量:var
1156,施工情况 加砂后,统计量,施工泵压平均值: 45.3644,E1151,E1157,condition:红页L1HF:24:加砂后,condition_stats:红页L1HF:24:加砂后:施工泵压:mean
1157,施工情况 加砂后,统计量,施工泵压方差: 165.7028,E1151,E1158,condition:红页L1HF:24:加砂后,condition_stats:红页L1HF:24:加砂后:施工泵压:var
1158,井号 红页L1HF,段号,段号 25,E0001,E1159,well:红页L1HF,segment:红页L1HF:25
1159,段号 25,段号时间,段号时间 2024-01-17 08:10:10,E1159,E1160,segment:红页L1HF:25,segment_time:红页L1HF:25
1160,段号 25,统计量,砂比平均值: 9.8244,E1159,E1161,segment:红页L1HF:25,segment_stats:红页L1HF:25:砂比:mean
1161,段号 25,统计量,砂比方差: 6.2097,E1159,E1162,segment:红页L1HF:25,segment_stats:红页L1HF:25:砂比:var
1162,段号 25,统计量,排量平均值: 16.6399,E1159,E1163,segment:红页L1HF:25,segment_stats:红页L1HF:25:排量:mean
1163,段号 25,统计量,排量方差: 106.6141,E1159,E1164,segment:红页L1HF:25,segment_stats:红页L1HF:25:排量:var
1164,段号 25,统计量,施工泵压平均值: 66.182,E1159,E1165,segment:红页L1HF:25,segment_stats:红页L1HF:25:施工泵压:mean
1165,段号 25,统计量,施工泵压方差: 316.01,E1159,E1166,segment:红页L1HF:25,segment_stats:红页L1HF:25:施工泵压:var
1166,段号 25,施工情况,施工情况 加砂前,E1159,E1167,segment:红页L1HF:25,condition:红页L1HF:25:加砂前
1167,施工情况 加砂前,施工时间,施工时间 2024-01-17 08:10:10,E1167,E1168,condition:红页L1HF:25:加砂前,condition_time:红页L1HF:25:加砂前
1168,施工情况 加砂前,统计量,砂比平均值: 无数据,E1167,E1169,condition:红页L1HF:25:加砂前,condition_stats:红页L1HF:25:加砂前:砂比:mean
1169,施工情况 加砂前,统计量,砂比方差: 无数据,E1167,E1170,condition:红页L1HF:25:加砂前,condition_stats:红页L1HF:25:加砂前:砂比:var
1170,施工情况 加砂前,统计量,排量平均值: 9.3531,E1167,E1171,condition:红页L1HF:25:加砂前,condition_stats:红页L1HF:25:加砂前:排量:mean
1171,施工情况 加砂前,统计量,排量方差: 65.9788,E1167,E1172,condition:红页L1HF:25:加砂前,condition_stats:红页L1HF:25:加砂前:排量:var
1172,施工情况 加砂前,统计量,施工泵压平均值: 59.9675,E1167,E1173,condition:红页L1HF:25:加砂前,condition_stats:红页L1HF:25:加砂前:施工泵压:mean
1173,施工情况 加砂前,统计量,施工泵压方差: 251.3649,E1167,E1174,condition:红页L1HF:25:加砂前,condition_stats:红页L1HF:25:加砂前:施工泵压:var
1174,段号 25,施工情况,施工情况 加砂中,E1159,E1175,segment:红页L1HF:25,condition:红页L1HF:25:加砂中
1175,施工情况 加砂中,施工时间,施工时间 2024-01-17 08:43:00,E1175,E1176,condition:红页L1HF:25:加砂中,condition_time:红页L1HF:25:加砂中
1176,施工情况 加砂中,统计量,砂比平均值: 9.8244,E1175,E1177,condition:红页L1HF:25:加砂中,condition_stats:红页L1HF:25:加砂中:砂比:mean
1177,施工情况 加砂中,统计量,砂比方差: 6.2097,E1175,E1178,condition:红页L1HF:25:加砂中,condition_stats:红页L1HF:25:加砂中:砂比:var
1178,施工情况 加砂中,统计量,排量平均值: 23.7748,E1175,E1179,condition:红页L1HF:25:加砂中,condition_stats:红页L1HF:25:加砂中:排量:mean
1179,施工情况 加砂中,统计量,排量方差: 1.6951,E1175,E1180,condition:红页L1HF:25:加砂中,condition_stats:红页L1HF:25:加砂中:排量:var
1180,施工情况 加砂中,统计量,施工泵压平均值: 77.2084,E1175,E1181,condition:红页L1HF:25:加砂中,condition_stats:红页L1HF:25:加砂中:施工泵压:mean
1181,施工情况 加砂中,统计量,施工泵压方差: 11.0623,E1175,E1182,condition:红页L1HF:25:加砂中,condition_stats:红页L1HF:25:加砂中:施工泵压:var
1182,施工情况 加砂中,工况,工况 缝内暂堵,E1175,E1183,condition:红页L1HF:25:加砂中,worktype:红页L1HF:25:加砂中:缝内暂堵
1183,工况 缝内暂堵,工况时间,工况时间 2024-01-17 09:03:50,E1183,E1184,worktype:红页L1HF:25:加砂中:缝内暂堵,worktype_time:红页L1HF:25:加砂中:缝内暂堵
1184,工况 缝内暂堵,统计量,砂比平均值: 7.2962,E1183,E1185,worktype:红页L1HF:25:加砂中:缝内暂堵,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:砂比:mean
1185,工况 缝内暂堵,统计量,砂比方差: 6.4558,E1183,E1186,worktype:红页L1HF:25:加砂中:缝内暂堵,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:砂比:var
1186,工况 缝内暂堵,统计量,排量平均值: 24.0245,E1183,E1187,worktype:红页L1HF:25:加砂中:缝内暂堵,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:排量:mean
1187,工况 缝内暂堵,统计量,排量方差: 0.0003,E1183,E1188,worktype:红页L1HF:25:加砂中:缝内暂堵,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:排量:var
1188,工况 缝内暂堵,统计量,施工泵压平均值: 76.6283,E1183,E1189,worktype:红页L1HF:25:加砂中:缝内暂堵,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:施工泵压:mean
1189,工况 缝内暂堵,统计量,施工泵压方差: 5.3722,E1183,E1190,worktype:红页L1HF:25:加砂中:缝内暂堵,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:施工泵压:var
1190,工况 缝内暂堵,当前建议,当前建议: 无建议,E1183,E1191,worktype:红页L1HF:25:加砂中:缝内暂堵,suggestion:红页L1HF:25:加砂中:缝内暂堵
1191,施工情况 加砂中,工况,工况 缝口暂堵,E1175,E1192,condition:红页L1HF:25:加砂中,worktype:红页L1HF:25:加砂中:缝口暂堵
1192,工况 缝口暂堵,工况时间,工况时间 2024-01-17 09:19:30,E1192,E1193,worktype:红页L1HF:25:加砂中:缝口暂堵,worktype_time:红页L1HF:25:加砂中:缝口暂堵
1193,工况 缝口暂堵,统计量,砂比平均值: 8.7567,E1192,E1194,worktype:红页L1HF:25:加砂中:缝口暂堵,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:砂比:mean
1194,工况 缝口暂堵,统计量,砂比方差: 7.9921,E1192,E1195,worktype:红页L1HF:25:加砂中:缝口暂堵,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:砂比:var
1195,工况 缝口暂堵,统计量,排量平均值: 22.466,E1192,E1196,worktype:红页L1HF:25:加砂中:缝口暂堵,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:排量:mean
1196,工况 缝口暂堵,统计量,排量方差: 3.5126,E1192,E1197,worktype:红页L1HF:25:加砂中:缝口暂堵,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:排量:var
1197,工况 缝口暂堵,统计量,施工泵压平均值: 74.5623,E1192,E1198,worktype:红页L1HF:25:加砂中:缝口暂堵,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:施工泵压:mean
1198,工况 缝口暂堵,统计量,施工泵压方差: 23.6262,E1192,E1199,worktype:红页L1HF:25:加砂中:缝口暂堵,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:施工泵压:var
1199,工况 缝口暂堵,当前建议,当前建议: 无建议,E1192,E1200,worktype:红页L1HF:25:加砂中:缝口暂堵,suggestion:红页L1HF:25:加砂中:缝口暂堵
1200,施工情况 加砂中,工况,工况 主缝延伸,E1175,E1201,condition:红页L1HF:25:加砂中,worktype:红页L1HF:25:加砂中:主缝延伸
1201,工况 主缝延伸,工况时间,工况时间 2024-01-17 10:22:00,E1201,E1202,worktype:红页L1HF:25:加砂中:主缝延伸,worktype_time:红页L1HF:25:加砂中:主缝延伸
1202,工况 主缝延伸,统计量,砂比平均值: 11.1425,E1201,E1203,worktype:红页L1HF:25:加砂中:主缝延伸,worktype_stats:红页L1HF:25:加砂中:主缝延伸:砂比:mean
1203,工况 主缝延伸,统计量,砂比方差: 2.8532,E1201,E1204,worktype:红页L1HF:25:加砂中:主缝延伸,worktype_stats:红页L1HF:25:加砂中:主缝延伸:砂比:var
1204,工况 主缝延伸,统计量,排量平均值: 24.04,E1201,E1205,worktype:红页L1HF:25:加砂中:主缝延伸,worktype_stats:红页L1HF:25:加砂中:主缝延伸:排量:mean
1205,工况 主缝延伸,统计量,排量方差: 0.0,E1201,E1206,worktype:红页L1HF:25:加砂中:主缝延伸,worktype_stats:红页L1HF:25:加砂中:主缝延伸:排量:var
1206,工况 主缝延伸,统计量,施工泵压平均值: 77.7042,E1201,E1207,worktype:红页L1HF:25:加砂中:主缝延伸,worktype_stats:红页L1HF:25:加砂中:主缝延伸:施工泵压:mean
1207,工况 主缝延伸,统计量,施工泵压方差: 1.6955,E1201,E1208,worktype:红页L1HF:25:加砂中:主缝延伸,worktype_stats:红页L1HF:25:加砂中:主缝延伸:施工泵压:var
1208,工况 主缝延伸,当前建议,当前建议: 保持当前措施,E1201,E1209,worktype:红页L1HF:25:加砂中:主缝延伸,suggestion:红页L1HF:25:加砂中:主缝延伸
1209,段号 25,施工情况,施工情况 加砂后,E1159,E1210,segment:红页L1HF:25,condition:红页L1HF:25:加砂后
1210,施工情况 加砂后,施工时间,施工时间 2024-01-17 10:38:20,E1210,E1211,condition:红页L1HF:25:加砂后,condition_time:红页L1HF:25:加砂后
1211,施工情况 加砂后,统计量,砂比平均值: 无数据,E1210,E1212,condition:红页L1HF:25:加砂后,condition_stats:红页L1HF:25:加砂后:砂比:mean
1212,施工情况 加砂后,统计量,砂比方差: 无数据,E1210,E1213,condition:红页L1HF:25:加砂后,condition_stats:红页L1HF:25:加砂后:砂比:var
1213,施工情况 加砂后,统计量,排量平均值: 2.7618,E1210,E1214,condition:红页L1HF:25:加砂后,condition_stats:红页L1HF:25:加砂后:排量:mean
1214,施工情况 加砂后,统计量,排量方差: 56.9596,E1210,E1215,condition:红页L1HF:25:加砂后,condition_stats:红页L1HF:25:加砂后:排量:var
1215,施工情况 加砂后,统计量,施工泵压平均值: 40.2564,E1210,E1216,condition:红页L1HF:25:加砂后,condition_stats:红页L1HF:25:加砂后:施工泵压:mean
1216,施工情况 加砂后,统计量,施工泵压方差: 189.8073,E1210,E1217,condition:红页L1HF:25:加砂后,condition_stats:红页L1HF:25:加砂后:施工泵压:var
1217,井号 红页L1HF,段号,段号 26,E0001,E1218,well:红页L1HF,segment:红页L1HF:26
1218,段号 26,段号时间,段号时间 2024-01-17 17:02:40,E1218,E1219,segment:红页L1HF:26,segment_time:红页L1HF:26
1219,段号 26,统计量,砂比平均值: 8.9279,E1218,E1220,segment:红页L1HF:26,segment_stats:红页L1HF:26:砂比:mean
1220,段号 26,统计量,砂比方差: 8.5972,E1218,E1221,segment:红页L1HF:26,segment_stats:红页L1HF:26:砂比:var
1221,段号 26,统计量,排量平均值: 16.0765,E1218,E1222,segment:红页L1HF:26,segment_stats:红页L1HF:26:排量:mean
1222,段号 26,统计量,排量方差: 89.7491,E1218,E1223,segment:红页L1HF:26,segment_stats:红页L1HF:26:排量:var
1223,段号 26,统计量,施工泵压平均值: 68.9877,E1218,E1224,segment:红页L1HF:26,segment_stats:红页L1HF:26:施工泵压:mean
1224,段号 26,统计量,施工泵压方差: 316.3093,E1218,E1225,segment:红页L1HF:26,segment_stats:红页L1HF:26:施工泵压:var
1225,段号 26,施工情况,施工情况 加砂前,E1218,E1226,segment:红页L1HF:26,condition:红页L1HF:26:加砂前
1226,施工情况 加砂前,施工时间,施工时间 2024-01-17 17:02:40,E1226,E1227,condition:红页L1HF:26:加砂前,condition_time:红页L1HF:26:加砂前
1227,施工情况 加砂前,统计量,砂比平均值: 无数据,E1226,E1228,condition:红页L1HF:26:加砂前,condition_stats:红页L1HF:26:加砂前:砂比:mean
1228,施工情况 加砂前,统计量,砂比方差: 无数据,E1226,E1229,condition:红页L1HF:26:加砂前,condition_stats:红页L1HF:26:加砂前:砂比:var
1229,施工情况 加砂前,统计量,排量平均值: 10.3252,E1226,E1230,condition:红页L1HF:26:加砂前,condition_stats:红页L1HF:26:加砂前:排量:mean
1230,施工情况 加砂前,统计量,排量方差: 82.1391,E1226,E1231,condition:红页L1HF:26:加砂前,condition_stats:红页L1HF:26:加砂前:排量:var
1231,施工情况 加砂前,统计量,施工泵压平均值: 59.3257,E1226,E1232,condition:红页L1HF:26:加砂前,condition_stats:红页L1HF:26:加砂前:施工泵压:mean
1232,施工情况 加砂前,统计量,施工泵压方差: 135.2503,E1226,E1233,condition:红页L1HF:26:加砂前,condition_stats:红页L1HF:26:加砂前:施工泵压:var
1233,段号 26,施工情况,施工情况 加砂中,E1218,E1234,segment:红页L1HF:26,condition:红页L1HF:26:加砂中
1234,施工情况 加砂中,施工时间,施工时间 2024-01-17 17:32:30,E1234,E1235,condition:红页L1HF:26:加砂中,condition_time:红页L1HF:26:加砂中
1235,施工情况 加砂中,统计量,砂比平均值: 8.9279,E1234,E1236,condition:红页L1HF:26:加砂中,condition_stats:红页L1HF:26:加砂中:砂比:mean
1236,施工情况 加砂中,统计量,砂比方差: 8.5972,E1234,E1237,condition:红页L1HF:26:加砂中,condition_stats:红页L1HF:26:加砂中:砂比:var
1237,施工情况 加砂中,统计量,排量平均值: 21.4708,E1234,E1238,condition:红页L1HF:26:加砂中,condition_stats:红页L1HF:26:加砂中:排量:mean
1238,施工情况 加砂中,统计量,排量方差: 14.8794,E1234,E1239,condition:红页L1HF:26:加砂中,condition_stats:红页L1HF:26:加砂中:排量:var
1239,施工情况 加砂中,统计量,施工泵压平均值: 79.3201,E1234,E1240,condition:红页L1HF:26:加砂中,condition_stats:红页L1HF:26:加砂中:施工泵压:mean
1240,施工情况 加砂中,统计量,施工泵压方差: 43.3081,E1234,E1241,condition:红页L1HF:26:加砂中,condition_stats:红页L1HF:26:加砂中:施工泵压:var
1241,施工情况 加砂中,工况,工况 缝内暂堵,E1234,E1242,condition:红页L1HF:26:加砂中,worktype:红页L1HF:26:加砂中:缝内暂堵
1242,工况 缝内暂堵,工况时间,工况时间 2024-01-17 17:58:00,E1242,E1243,worktype:红页L1HF:26:加砂中:缝内暂堵,worktype_time:红页L1HF:26:加砂中:缝内暂堵
1243,工况 缝内暂堵,统计量,砂比平均值: 7.5069,E1242,E1244,worktype:红页L1HF:26:加砂中:缝内暂堵,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:砂比:mean
1244,工况 缝内暂堵,统计量,砂比方差: 7.1062,E1242,E1245,worktype:红页L1HF:26:加砂中:缝内暂堵,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:砂比:var
1245,工况 缝内暂堵,统计量,排量平均值: 24.0348,E1242,E1246,worktype:红页L1HF:26:加砂中:缝内暂堵,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:排量:mean
1246,工况 缝内暂堵,统计量,排量方差: 0.0,E1242,E1247,worktype:红页L1HF:26:加砂中:缝内暂堵,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:排量:var
1247,工况 缝内暂堵,统计量,施工泵压平均值: 75.9708,E1242,E1248,worktype:红页L1HF:26:加砂中:缝内暂堵,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:施工泵压:mean
1248,工况 缝内暂堵,统计量,施工泵压方差: 15.567,E1242,E1249,worktype:红页L1HF:26:加砂中:缝内暂堵,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:施工泵压:var
1249,工况 缝内暂堵,当前建议,当前建议: 无建议,E1242,E1250,worktype:红页L1HF:26:加砂中:缝内暂堵,suggestion:红页L1HF:26:加砂中:缝内暂堵
1250,施工情况 加砂中,工况,工况 缝口暂堵,E1234,E1251,condition:红页L1HF:26:加砂中,worktype:红页L1HF:26:加砂中:缝口暂堵
1251,工况 缝口暂堵,工况时间,工况时间 2024-01-17 18:11:40,E1251,E1252,worktype:红页L1HF:26:加砂中:缝口暂堵,worktype_time:红页L1HF:26:加砂中:缝口暂堵
1252,工况 缝口暂堵,统计量,砂比平均值: 9.5173,E1251,E1253,worktype:红页L1HF:26:加砂中:缝口暂堵,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:砂比:mean
1253,工况 缝口暂堵,统计量,砂比方差: 10.0245,E1251,E1254,worktype:红页L1HF:26:加砂中:缝口暂堵,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:砂比:var
1254,工况 缝口暂堵,统计量,排量平均值: 19.2474,E1251,E1255,worktype:红页L1HF:26:加砂中:缝口暂堵,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:排量:mean
1255,工况 缝口暂堵,统计量,排量方差: 32.1829,E1251,E1256,worktype:红页L1HF:26:加砂中:缝口暂堵,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:排量:var
1256,工况 缝口暂堵,统计量,施工泵压平均值: 76.2566,E1251,E1257,worktype:红页L1HF:26:加砂中:缝口暂堵,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:施工泵压:mean
1257,工况 缝口暂堵,统计量,施工泵压方差: 64.1377,E1251,E1258,worktype:红页L1HF:26:加砂中:缝口暂堵,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:施工泵压:var
1258,工况 缝口暂堵,当前建议,当前建议: 无建议,E1251,E1259,worktype:红页L1HF:26:加砂中:缝口暂堵,suggestion:红页L1HF:26:加砂中:缝口暂堵
1259,施工情况 加砂中,工况,工况 主缝延伸,E1234,E1260,condition:红页L1HF:26:加砂中,worktype:红页L1HF:26:加砂中:主缝延伸
1260,工况 主缝延伸,工况时间,工况时间 2024-01-17 19:11:40,E1260,E1261,worktype:红页L1HF:26:加砂中:主缝延伸,worktype_time:红页L1HF:26:加砂中:主缝延伸
1261,工况 主缝延伸,统计量,砂比平均值: 7.0567,E1260,E1262,worktype:红页L1HF:26:加砂中:主缝延伸,worktype_stats:红页L1HF:26:加砂中:主缝延伸:砂比:mean
1262,工况 主缝延伸,统计量,砂比方差: 4.3825,E1260,E1263,worktype:红页L1HF:26:加砂中:主缝延伸,worktype_stats:红页L1HF:26:加砂中:主缝延伸:砂比:var
1263,工况 主缝延伸,统计量,排量平均值: 17.9625,E1260,E1264,worktype:红页L1HF:26:加砂中:主缝延伸,worktype_stats:红页L1HF:26:加砂中:主缝延伸:排量:mean
