entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_node_id
E1071,施工泵压平均值: 74.3439,stat,,,,,worktype_stats:红页L1HF:23:加砂中:缝口暂堵:施工泵压:mean
E1072,施工泵压方差: 27.3205,stat,,,,,worktype_stats:红页L1HF:23:加砂中:缝口暂堵:施工泵压:var
E1073,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:23:加砂中:缝口暂堵
E1074,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:23:加砂中:主缝延伸
E1075,工况时间 2024-01-16 10:24:00,time,,,,,worktype_time:红页L1HF:23:加砂中:主缝延伸
E1076,砂比平均值: 9.5446,stat,,,,,worktype_stats:红页L1HF:23:加砂中:主缝延伸:砂比:mean
E1077,砂比方差: 5.3929,stat,,,,,worktype_stats:红页L1HF:23:加砂中:主缝延伸:砂比:var
E1078,排量平均值: 24.025,stat,,,,,worktype_stats:红页L1HF:23:加砂中:主缝延伸:排量:mean
E1079,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:23:加砂中:主缝延伸:排量:var
E1080,施工泵压平均值: 80.5541,stat,,,,,worktype_stats:红页L1HF:23:加砂中:主缝延伸:施工泵压:mean
E1081,施工泵压方差: 5.4067,stat,,,,,worktype_stats:红页L1HF:23:加砂中:主缝延伸:施工泵压:var
E1082,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:23:加砂中:主缝延伸
E1083,施工情况 加砂后,condition,,,,,condition:红页L1HF:23:加砂后
E1084,施工时间 2024-01-16 10:44:30,time,,,,,condition_time:红页L1HF:23:加砂后
E1085,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:23:加砂后:砂比:mean
E1086,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:23:加砂后:砂比:var
E1087,排量平均值: 2.2022,stat,,,,,condition_stats:红页L1HF:23:加砂后:排量:mean
E1088,排量方差: 46.514,stat,,,,,condition_stats:红页L1HF:23:加砂后:排量:var
E1089,施工泵压平均值: 37.201,stat,,,,,condition_stats:红页L1HF:23:加砂后:施工泵压:mean
E1090,施工泵压方差: 232.9139,stat,,,,,condition_stats:红页L1HF:23:加砂后:施工泵压:var
E1091,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:23:加砂后:主缝延伸
E1092,工况时间 2024-01-16 10:44:30,time,,,,,worktype_time:红页L1HF:23:加砂后:主缝延伸
E1093,砂比平均值: 无数据,stat,,,,,worktype_stats:红页L1HF:23:加砂后:主缝延伸:砂比:mean
E1094,砂比方差: 无数据,stat,,,,,worktype_stats:红页L1HF:23:加砂后:主缝延伸:砂比:var
E1095,排量平均值: 24.03,stat,,,,,worktype_stats:红页L1HF:23:加砂后:主缝延伸:排量:mean
E1096,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:23:加砂后:主缝延伸:排量:var
E1097,施工泵压平均值: 81.32,stat,,,,,worktype_stats:红页L1HF:23:加砂后:主缝延伸:施工泵压:mean
E1098,施工泵压方差: 0.0,stat,,,,,worktype_stats:红页L1HF:23:加砂后:主缝延伸:施工泵压:var
E1099,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:23:加砂后:主缝延伸
E1100,段号 24,segment,,,,,segment:红页L1HF:24
E1101,段号时间 2024-01-16 15:04:10,time,,,,,segment_time:红页L1HF:24
E1102,砂比平均值: 9.7958,stat,,,,,segment_stats:红页L1HF:24:砂比:mean
E1103,砂比方差: 4.823,stat,,,,,segment_stats:红页L1HF:24:砂比:var
E1104,排量平均值: 16.5301,stat,,,,,segment_stats:红页L1HF:24:排量:mean
E1105,排量方差: 107.3545,stat,,,,,segment_stats:红页L1HF:24:排量:var
E1106,施工泵压平均值: 67.3468,stat,,,,,segment_stats:红页L1HF:24:施工泵压:mean
E1107,施工泵压方差: 341.0599,stat,,,,,segment_stats:红页L1HF:24:施工泵压:var
E1108,施工情况 加砂前,condition,,,,,condition:红页L1HF:24:加砂前
E1109,施工时间 2024-01-16 15:04:10,time,,,,,condition_time:红页L1HF:24:加砂前
E1110,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:24:加砂前:砂比:mean
E1111,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:24:加砂前:砂比:var
E1112,排量平均值: 9.1188,stat,,,,,condition_stats:红页L1HF:24:加砂前:排量:mean
E1113,排量方差: 63.7106,stat,,,,,condition_stats:红页L1HF:24:加砂前:排量:var
E1114,施工泵压平均值: 52.5736,stat,,,,,condition_stats:红页L1HF:24:加砂前:施工泵压:mean
E1115,施工泵压方差: 314.0002,stat,,,,,condition_stats:红页L1HF:24:加砂前:施工泵压:var
E1116,施工情况 加砂中,condition,,,,,condition:红页L1HF:24:加砂中
E1117,施工时间 2024-01-16 15:37:50,time,,,,,condition_time:红页L1HF:24:加砂中
E1118,砂比平均值: 9.7958,stat,,,,,condition_stats:红页L1HF:24:加砂中:砂比:mean
E1119,砂比方差: 4.823,stat,,,,,condition_stats:红页L1HF:24:加砂中:砂比:var
E1120,排量平均值: 23.7821,stat,,,,,condition_stats:红页L1HF:24:加砂中:排量:mean
E1121,排量方差: 3.209,stat,,,,,condition_stats:红页L1HF:24:加砂中:排量:var
E1122,施工泵压平均值: 79.5823,stat,,,,,condition_stats:红页L1HF:24:加砂中:施工泵压:mean
E1123,施工泵压方差: 25.238,stat,,,,,condition_stats:红页L1HF:24:加砂中:施工泵压:var
E1124,工况 缝内暂堵,worktype,,,,,worktype:红页L1HF:24:加砂中:缝内暂堵
E1125,工况时间 2024-01-16 16:02:00,time,,,,,worktype_time:红页L1HF:24:加砂中:缝内暂堵
E1126,砂比平均值: 8.1302,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:砂比:mean
E1127,砂比方差: 4.1677,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:砂比:var
E1128,排量平均值: 24.0062,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:排量:mean
E1129,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:排量:var
E1130,施工泵压平均值: 77.6542,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:施工泵压:mean
E1131,施工泵压方差: 11.7359,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝内暂堵:施工泵压:var
E1132,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:24:加砂中:缝内暂堵
E1133,工况 缝口暂堵,worktype,,,,,worktype:红页L1HF:24:加砂中:缝口暂堵
E1134,工况时间 2024-01-16 16:29:20,time,,,,,worktype_time:红页L1HF:24:加砂中:缝口暂堵
E1135,砂比平均值: 8.7185,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:砂比:mean
E1136,砂比方差: 8.3215,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:砂比:var
E1137,排量平均值: 22.4761,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:排量:mean
E1138,排量方差: 3.2681,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:排量:var
E1139,施工泵压平均值: 76.1618,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:施工泵压:mean
E1140,施工泵压方差: 30.8623,stat,,,,,worktype_stats:红页L1HF:24:加砂中:缝口暂堵:施工泵压:var
E1141,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:24:加砂中:缝口暂堵
E1142,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:24:加砂中:主缝延伸
E1143,工况时间 2024-01-16 17:10:50,time,,,,,worktype_time:红页L1HF:24:加砂中:主缝延伸
E1144,砂比平均值: 10.6446,stat,,,,,worktype_stats:红页L1HF:24:加砂中:主缝延伸:砂比:mean
E1145,砂比方差: 1.8479,stat,,,,,worktype_stats:红页L1HF:24:加砂中:主缝延伸:砂比:var
E1146,排量平均值: 24.0019,stat,,,,,worktype_stats:红页L1HF:24:加砂中:主缝延伸:排量:mean
E1147,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:24:加砂中:主缝延伸:排量:var
E1148,施工泵压平均值: 83.9554,stat,,,,,worktype_stats:红页L1HF:24:加砂中:主缝延伸:施工泵压:mean
E1149,施工泵压方差: 0.2484,stat,,,,,worktype_stats:红页L1HF:24:加砂中:主缝延伸:施工泵压:var
E1150,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:24:加砂中:主缝延伸
E1151,施工情况 加砂后,condition,,,,,condition:红页L1HF:24:加砂后
E1152,施工时间 2024-01-16 17:23:40,time,,,,,condition_time:红页L1HF:24:加砂后
E1153,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:24:加砂后:砂比:mean
E1154,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:24:加砂后:砂比:var
E1155,排量平均值: 2.1492,stat,,,,,condition_stats:红页L1HF:24:加砂后:排量:mean
E1156,排量方差: 44.3872,stat,,,,,condition_stats:红页L1HF:24:加砂后:排量:var
E1157,施工泵压平均值: 45.3644,stat,,,,,condition_stats:红页L1HF:24:加砂后:施工泵压:mean
E1158,施工泵压方差: 165.7028,stat,,,,,condition_stats:红页L1HF:24:加砂后:施工泵压:var
E1159,段号 25,segment,,,,,segment:红页L1HF:25
E1160,段号时间 2024-01-17 08:10:10,time,,,,,segment_time:红页L1HF:25
E1161,砂比平均值: 9.8244,stat,,,,,segment_stats:红页L1HF:25:砂比:mean
E1162,砂比方差: 6.2097,stat,,,,,segment_stats:红页L1HF:25:砂比:var
E1163,排量平均值: 16.6399,stat,,,,,segment_stats:红页L1HF:25:排量:mean
E1164,排量方差: 106.6141,stat,,,,,segment_stats:红页L1HF:25:排量:var
E1165,施工泵压平均值: 66.182,stat,,,,,segment_stats:红页L1HF:25:施工泵压:mean
E1166,施工泵压方差: 316.01,stat,,,,,segment_stats:红页L1HF:25:施工泵压:var
E1167,施工情况 加砂前,condition,,,,,condition:红页L1HF:25:加砂前
E1168,施工时间 2024-01-17 08:10:10,time,,,,,condition_time:红页L1HF:25:加砂前
E1169,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:25:加砂前:砂比:mean
E1170,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:25:加砂前:砂比:var
E1171,排量平均值: 9.3531,stat,,,,,condition_stats:红页L1HF:25:加砂前:排量:mean
E1172,排量方差: 65.9788,stat,,,,,condition_stats:红页L1HF:25:加砂前:排量:var
E1173,施工泵压平均值: 59.9675,stat,,,,,condition_stats:红页L1HF:25:加砂前:施工泵压:mean
E1174,施工泵压方差: 251.3649,stat,,,,,condition_stats:红页L1HF:25:加砂前:施工泵压:var
E1175,施工情况 加砂中,condition,,,,,condition:红页L1HF:25:加砂中
E1176,施工时间 2024-01-17 08:43:00,time,,,,,condition_time:红页L1HF:25:加砂中
E1177,砂比平均值: 9.8244,stat,,,,,condition_stats:红页L1HF:25:加砂中:砂比:mean
E1178,砂比方差: 6.2097,stat,,,,,condition_stats:红页L1HF:25:加砂中:砂比:var
E1179,排量平均值: 23.7748,stat,,,,,condition_stats:红页L1HF:25:加砂中:排量:mean
E1180,排量方差: 1.6951,stat,,,,,condition_stats:红页L1HF:25:加砂中:排量:var
E1181,施工泵压平均值: 77.2084,stat,,,,,condition_stats:红页L1HF:25:加砂中:施工泵压:mean
E1182,施工泵压方差: 11.0623,stat,,,,,condition_stats:红页L1HF:25:加砂中:施工泵压:var
E1183,工况 缝内暂堵,worktype,,,,,worktype:红页L1HF:25:加砂中:缝内暂堵
E1184,工况时间 2024-01-17 09:03:50,time,,,,,worktype_time:红页L1HF:25:加砂中:缝内暂堵
E1185,砂比平均值: 7.2962,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:砂比:mean
E1186,砂比方差: 6.4558,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:砂比:var
E1187,排量平均值: 24.0245,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:排量:mean
E1188,排量方差: 0.0003,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:排量:var
E1189,施工泵压平均值: 76.6283,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:施工泵压:mean
E1190,施工泵压方差: 5.3722,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝内暂堵:施工泵压:var
E1191,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:25:加砂中:缝内暂堵
E1192,工况 缝口暂堵,worktype,,,,,worktype:红页L1HF:25:加砂中:缝口暂堵
E1193,工况时间 2024-01-17 09:19:30,time,,,,,worktype_time:红页L1HF:25:加砂中:缝口暂堵
E1194,砂比平均值: 8.7567,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:砂比:mean
E1195,砂比方差: 7.9921,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:砂比:var
E1196,排量平均值: 22.466,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:排量:mean
E1197,排量方差: 3.5126,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:排量:var
E1198,施工泵压平均值: 74.5623,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:施工泵压:mean
E1199,施工泵压方差: 23.6262,stat,,,,,worktype_stats:红页L1HF:25:加砂中:缝口暂堵:施工泵压:var
E1200,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:25:加砂中:缝口暂堵
E1201,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:25:加砂中:主缝延伸
E1202,工况时间 2024-01-17 10:22:00,time,,,,,worktype_time:红页L1HF:25:加砂中:主缝延伸
E1203,砂比平均值: 11.1425,stat,,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:砂比:mean
E1204,砂比方差: 2.8532,stat,,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:砂比:var
E1205,排量平均值: 24.04,stat,,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:排量:mean
E1206,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:排量:var
E1207,施工泵压平均值: 77.7042,stat,,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:施工泵压:mean
E1208,施工泵压方差: 1.6955,stat,,,,,worktype_stats:红页L1HF:25:加砂中:主缝延伸:施工泵压:var
E1209,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:25:加砂中:主缝延伸
E1210,施工情况 加砂后,condition,,,,,condition:红页L1HF:25:加砂后
E1211,施工时间 2024-01-17 10:38:20,time,,,,,condition_time:红页L1HF:25:加砂后
E1212,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:25:加砂后:砂比:mean
E1213,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:25:加砂后:砂比:var
E1214,排量平均值: 2.7618,stat,,,,,condition_stats:红页L1HF:25:加砂后:排量:mean
E1215,排量方差: 56.9596,stat,,,,,condition_stats:红页L1HF:25:加砂后:排量:var
E1216,施工泵压平均值: 40.2564,stat,,,,,condition_stats:红页L1HF:25:加砂后:施工泵压:mean
E1217,施工泵压方差: 189.8073,stat,,,,,condition_stats:红页L1HF:25:加砂后:施工泵压:var
E1218,段号 26,segment,,,,,segment:红页L1HF:26
E1219,段号时间 2024-01-17 17:02:40,time,,,,,segment_time:红页L1HF:26
E1220,砂比平均值: 8.9279,stat,,,,,segment_stats:红页L1HF:26:砂比:mean
E1221,砂比方差: 8.5972,stat,,,,,segment_stats:红页L1HF:26:砂比:var
E1222,排量平均值: 16.0765,stat,,,,,segment_stats:红页L1HF:26:排量:mean
E1223,排量方差: 89.7491,stat,,,,,segment_stats:红页L1HF:26:排量:var
E1224,施工泵压平均值: 68.9877,stat,,,,,segment_stats:红页L1HF:26:施工泵压:mean
E1225,施工泵压方差: 316.3093,stat,,,,,segment_stats:红页L1HF:26:施工泵压:var
E1226,施工情况 加砂前,condition,,,,,condition:红页L1HF:26:加砂前
E1227,施工时间 2024-01-17 17:02:40,time,,,,,condition_time:红页L1HF:26:加砂前
E1228,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:26:加砂前:砂比:mean
E1229,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:26:加砂前:砂比:var
E1230,排量平均值: 10.3252,stat,,,,,condition_stats:红页L1HF:26:加砂前:排量:mean
E1231,排量方差: 82.1391,stat,,,,,condition_stats:红页L1HF:26:加砂前:排量:var
E1232,施工泵压平均值: 59.3257,stat,,,,,condition_stats:红页L1HF:26:加砂前:施工泵压:mean
E1233,施工泵压方差: 135.2503,stat,,,,,condition_stats:红页L1HF:26:加砂前:施工泵压:var
E1234,施工情况 加砂中,condition,,,,,condition:红页L1HF:26:加砂中
E1235,施工时间 2024-01-17 17:32:30,time,,,,,condition_time:红页L1HF:26:加砂中
E1236,砂比平均值: 8.9279,stat,,,,,condition_stats:红页L1HF:26:加砂中:砂比:mean
E1237,砂比方差: 8.5972,stat,,,,,condition_stats:红页L1HF:26:加砂中:砂比:var
E1238,排量平均值: 21.4708,stat,,,,,condition_stats:红页L1HF:26:加砂中:排量:mean
E1239,排量方差: 14.8794,stat,,,,,condition_stats:红页L1HF:26:加砂中:排量:var
E1240,施工泵压平均值: 79.3201,stat,,,,,condition_stats:红页L1HF:26:加砂中:施工泵压:mean
E1241,施工泵压方差: 43.3081,stat,,,,,condition_stats:红页L1HF:26:加砂中:施工泵压:var
E1242,工况 缝内暂堵,worktype,,,,,worktype:红页L1HF:26:加砂中:缝内暂堵
E1243,工况时间 2024-01-17 17:58:00,time,,,,,worktype_time:红页L1HF:26:加砂中:缝内暂堵
E1244,砂比平均值: 7.5069,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:砂比:mean
E1245,砂比方差: 7.1062,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:砂比:var
E1246,排量平均值: 24.0348,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:排量:mean
E1247,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:排量:var
E1248,施工泵压平均值: 75.9708,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:施工泵压:mean
E1249,施工泵压方差: 15.567,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝内暂堵:施工泵压:var
E1250,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:26:加砂中:缝内暂堵
E1251,工况 缝口暂堵,worktype,,,,,worktype:红页L1HF:26:加砂中:缝口暂堵
E1252,工况时间 2024-01-17 18:11:40,time,,,,,worktype_time:红页L1HF:26:加砂中:缝口暂堵
E1253,砂比平均值: 9.5173,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:砂比:mean
E1254,砂比方差: 10.0245,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:砂比:var
E1255,排量平均值: 19.2474,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:排量:mean
E1256,排量方差: 32.1829,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:排量:var
E1257,施工泵压平均值: 76.2566,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:施工泵压:mean
E1258,施工泵压方差: 64.1377,stat,,,,,worktype_stats:红页L1HF:26:加砂中:缝口暂堵:施工泵压:var
E1259,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:26:加砂中:缝口暂堵
E1260,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:26:加砂中:主缝延伸
E1261,工况时间 2024-01-17 19:11:40,time,,,,,worktype_time:红页L1HF:26:加砂中:主缝延伸
E1262,砂比平均值: 7.0567,stat,,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:砂比:mean
E1263,砂比方差: 4.3825,stat,,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:砂比:var
E1264,排量平均值: 17.9625,stat,,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:排量:mean
E1265,排量方差: 0.4403,stat,,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:排量:var
E1266,施工泵压平均值: 81.8425,stat,,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:施工泵压:mean
E1267,施工泵压方差: 36.479,stat,,,,,worktype_stats:红页L1HF:26:加砂中:主缝延伸:施工泵压:var
E1268,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:26:加砂中:主缝延伸
E1269,施工情况 加砂后,condition,,,,,condition:红页L1HF:26:加砂后
E1270,施工时间 2024-01-17 19:32:40,time,,,,,condition_time:红页L1HF:26:加砂后
E1271,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:26:加砂后:砂比:mean
E1272,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:26:加砂后:砂比:var
E1273,排量平均值: 1.9628,stat,,,,,condition_stats:红页L1HF:26:加砂后:排量:mean
E1274,排量方差: 32.4997,stat,,,,,condition_stats:红页L1HF:26:加砂后:排量:var
E1275,施工泵压平均值: 40.6661,stat,,,,,condition_stats:红页L1HF:26:加砂后:施工泵压:mean
E1276,施工泵压方差: 201.1448,stat,,,,,condition_stats:红页L1HF:26:加砂后:施工泵压:var
E1277,段号 27,segment,,,,,segment:红页L1HF:27
E1278,段号时间 2024-01-18 08:38:30,time,,,,,segment_time:红页L1HF:27
E1279,砂比平均值: 9.7263,stat,,,,,segment_stats:红页L1HF:27:砂比:mean
E1280,砂比方差: 5.8,stat,,,,,segment_stats:红页L1HF:27:砂比:var
E1281,排量平均值: 15.8846,stat,,,,,segment_stats:红页L1HF:27:排量:mean
E1282,排量方差: 114.6804,stat,,,,,segment_stats:红页L1HF:27:排量:var
E1283,施工泵压平均值: 61.1737,stat,,,,,segment_stats:红页L1HF:27:施工泵压:mean
E1284,施工泵压方差: 334.2218,stat,,,,,segment_stats:红页L1HF:27:施工泵压:var
E1285,施工情况 加砂前,condition,,,,,condition:红页L1HF:27:加砂前
E1286,施工时间 2024-01-18 08:38:30,time,,,,,condition_time:红页L1HF:27:加砂前
E1287,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:27:加砂前:砂比:mean
E1288,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:27:加砂前:砂比:var
E1289,排量平均值: 9.1282,stat,,,,,condition_stats:红页L1HF:27:加砂前:排量:mean
E1290,排量方差: 75.9931,stat,,,,,condition_stats:红页L1HF:27:加砂前:排量:var
E1291,施工泵压平均值: 55.2578,stat,,,,,condition_stats:红页L1HF:27:加砂前:施工泵压:mean
E1292,施工泵压方差: 235.8963,stat,,,,,condition_stats:红页L1HF:27:加砂前:施工泵压:var
E1293,施工情况 加砂中,condition,,,,,condition:红页L1HF:27:加砂中
E1294,施工时间 2024-01-18 09:12:30,time,,,,,condition_time:红页L1HF:27:加砂中
E1295,砂比平均值: 9.7263,stat,,,,,condition_stats:红页L1HF:27:加砂中:砂比:mean
E1296,砂比方差: 5.8,stat,,,,,condition_stats:红页L1HF:27:加砂中:砂比:var
E1297,排量平均值: 23.8468,stat,,,,,condition_stats:红页L1HF:27:加砂中:排量:mean
E1298,排量方差: 2.6249,stat,,,,,condition_stats:红页L1HF:27:加砂中:排量:var
E1299,施工泵压平均值: 73.4719,stat,,,,,condition_stats:红页L1HF:27:加砂中:施工泵压:mean
E1300,施工泵压方差: 15.7559,stat,,,,,condition_stats:红页L1HF:27:加砂中:施工泵压:var
E1301,工况 缝内暂堵,worktype,,,,,worktype:红页L1HF:27:加砂中:缝内暂堵
E1302,工况时间 2024-01-18 09:31:50,time,,,,,worktype_time:红页L1HF:27:加砂中:缝内暂堵
E1303,砂比平均值: 6.6674,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:砂比:mean
E1304,砂比方差: 2.9187,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:砂比:var
E1305,排量平均值: 24.0378,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:排量:mean
E1306,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:排量:var
E1307,施工泵压平均值: 71.6438,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:施工泵压:mean
E1308,施工泵压方差: 7.7707,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝内暂堵:施工泵压:var
E1309,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:27:加砂中:缝内暂堵
E1310,工况 缝口暂堵,worktype,,,,,worktype:红页L1HF:27:加砂中:缝口暂堵
E1311,工况时间 2024-01-18 09:53:30,time,,,,,worktype_time:红页L1HF:27:加砂中:缝口暂堵
E1312,砂比平均值: 9.4114,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:砂比:mean
E1313,砂比方差: 8.8359,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:砂比:var
E1314,排量平均值: 22.9464,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:排量:mean
E1315,排量方差: 2.7864,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:排量:var
E1316,施工泵压平均值: 73.1948,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:施工泵压:mean
E1317,施工泵压方差: 30.0465,stat,,,,,worktype_stats:红页L1HF:27:加砂中:缝口暂堵:施工泵压:var
E1318,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:27:加砂中:缝口暂堵
E1319,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:27:加砂中:主缝延伸
E1320,工况时间 2024-01-18 10:24:00,time,,,,,worktype_time:红页L1HF:27:加砂中:主缝延伸
E1321,砂比平均值: 10.6437,stat,,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:砂比:mean
E1322,砂比方差: 4.1531,stat,,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:砂比:var
E1323,排量平均值: 24.04,stat,,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:排量:mean
E1324,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:排量:var
E1325,施工泵压平均值: 76.1909,stat,,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:施工泵压:mean
E1326,施工泵压方差: 0.3709,stat,,,,,worktype_stats:红页L1HF:27:加砂中:主缝延伸:施工泵压:var
E1327,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:27:加砂中:主缝延伸
E1328,施工情况 加砂后,condition,,,,,condition:红页L1HF:27:加砂后
E1329,施工时间 2024-01-18 10:42:40,time,,,,,condition_time:红页L1HF:27:加砂后
E1330,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:27:加砂后:砂比:mean
E1331,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:27:加砂后:砂比:var
E1332,排量平均值: 2.6025,stat,,,,,condition_stats:红页L1HF:27:加砂后:排量:mean
E1333,排量方差: 54.1092,stat,,,,,condition_stats:红页L1HF:27:加砂后:排量:var
E1334,施工泵压平均值: 36.093,stat,,,,,condition_stats:红页L1HF:27:加砂后:施工泵压:mean
E1335,施工泵压方差: 191.4231,stat,,,,,condition_stats:红页L1HF:27:加砂后:施工泵压:var
E1336,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:27:加砂后:主缝延伸
E1337,工况时间 2024-01-18 10:42:40,time,,,,,worktype_time:红页L1HF:27:加砂后:主缝延伸
E1338,砂比平均值: 无数据,stat,,,,,worktype_stats:红页L1HF:27:加砂后:主缝延伸:砂比:mean
E1339,砂比方差: 无数据,stat,,,,,worktype_stats:红页L1HF:27:加砂后:主缝延伸:砂比:var
