id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id
2185,0.18%减阻水@时间窗 W004,液型类别,液型 0.18%减阻水,E00931,E00033,fluid_usage:红页L1HF:29:4:0.18%减阻水,fluid_type:0.18%减阻水
2186,0.18%减阻水@时间窗 W004,开始时间,2024-01-19 09:05:20,E00931,,fluid_usage:红页L1HF:29:4:0.18%减阻水,
2187,0.18%减阻水@时间窗 W004,结束时间,2024-01-19 09:07:50,E00931,,fluid_usage:红页L1HF:29:4:0.18%减阻水,
2188,0.18%减阻水@时间窗 W004,持续时间,2分钟30秒,E00931,,fluid_usage:红页L1HF:29:4:0.18%减阻水,
2189,0.18%减阻水@时间窗 W004,泵压特征,"施工泵压变化 起65.63→止66.98，变化1.35，均值66.0506，范围[65.61, 66.98]",E00931,E00932,fluid_usage:红页L1HF:29:4:0.18%减阻水,pressure_feature:红页L1HF:29:4
2190,0.18%减阻水@时间窗 W004,排量特征,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",E00931,E00933,fluid_usage:红页L1HF:29:4:0.18%减阻水,flow_feature:红页L1HF:29:4
2191,0.18%减阻水@时间窗 W004,砂比特征,"砂比变化 起1.2→止6.2，变化5，均值5.7812，范围[1.2, 6.9]",E00931,E00934,fluid_usage:红页L1HF:29:4:0.18%减阻水,sand_feature:红页L1HF:29:4
2192,时间窗 W004,施工特征,"施工泵压变化 起65.63→止66.98，变化1.35，均值66.0506，范围[65.61, 66.98]",E00930,E00932,time_window:红页L1HF:29:4,pressure_feature:红页L1HF:29:4
2193,时间窗 W004,施工特征,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",E00930,E00933,time_window:红页L1HF:29:4,flow_feature:红页L1HF:29:4
2194,时间窗 W004,砂比特征,"砂比变化 起1.2→止6.2，变化5，均值5.7812，范围[1.2, 6.9]",E00930,E00934,time_window:红页L1HF:29:4,sand_feature:红页L1HF:29:4
2195,段 29,包含时间窗,时间窗 W005,E00914,E00935,segment:红页L1HF:29,time_window:红页L1HF:29:5
2196,时间窗 W005,采用液型,0.12%减阻水@时间窗 W005,E00935,E00936,time_window:红页L1HF:29:5,fluid_usage:红页L1HF:29:5:0.12%减阻水
2197,0.12%减阻水@时间窗 W005,液型类别,液型 0.12%减阻水,E00936,E00010,fluid_usage:红页L1HF:29:5:0.12%减阻水,fluid_type:0.12%减阻水
2198,0.12%减阻水@时间窗 W005,开始时间,2024-01-19 09:08:00,E00936,,fluid_usage:红页L1HF:29:5:0.12%减阻水,
2199,0.12%减阻水@时间窗 W005,结束时间,2024-01-19 09:47:00,E00936,,fluid_usage:红页L1HF:29:5:0.12%减阻水,
2200,0.12%减阻水@时间窗 W005,持续时间,39分钟,E00936,,fluid_usage:红页L1HF:29:5:0.12%减阻水,
2201,0.12%减阻水@时间窗 W005,泵压特征,"施工泵压变化 起67.04→止67.13，变化0.09，均值66.6173，范围[60.87, 68.07]",E00936,E00937,fluid_usage:红页L1HF:29:5:0.12%减阻水,pressure_feature:红页L1HF:29:5
2202,0.12%减阻水@时间窗 W005,排量特征,"排量变化 起24.05→止24.05，变化0，均值24.0501，范围[24.05, 24.07]",E00936,E00938,fluid_usage:红页L1HF:29:5:0.12%减阻水,flow_feature:红页L1HF:29:5
2203,0.12%减阻水@时间窗 W005,砂比特征,"砂比变化 起7→止11.2，变化4.2，均值9.5807，范围[0.1, 12.1]",E00936,E00939,fluid_usage:红页L1HF:29:5:0.12%减阻水,sand_feature:红页L1HF:29:5
2204,时间窗 W005,施工特征,"施工泵压变化 起67.04→止67.13，变化0.09，均值66.6173，范围[60.87, 68.07]",E00935,E00937,time_window:红页L1HF:29:5,pressure_feature:红页L1HF:29:5
2205,时间窗 W005,施工特征,"排量变化 起24.05→止24.05，变化0，均值24.0501，范围[24.05, 24.07]",E00935,E00938,time_window:红页L1HF:29:5,flow_feature:红页L1HF:29:5
2206,时间窗 W005,砂比特征,"砂比变化 起7→止11.2，变化4.2，均值9.5807，范围[0.1, 12.1]",E00935,E00939,time_window:红页L1HF:29:5,sand_feature:红页L1HF:29:5
2207,段 29,包含时间窗,时间窗 W006,E00914,E00940,segment:红页L1HF:29,time_window:红页L1HF:29:6
2208,时间窗 W006,采用液型,0.18%减阻水@时间窗 W006,E00940,E00941,time_window:红页L1HF:29:6,fluid_usage:红页L1HF:29:6:0.18%减阻水
2209,0.18%减阻水@时间窗 W006,液型类别,液型 0.18%减阻水,E00941,E00033,fluid_usage:红页L1HF:29:6:0.18%减阻水,fluid_type:0.18%减阻水
2210,0.18%减阻水@时间窗 W006,开始时间,2024-01-19 09:47:20,E00941,,fluid_usage:红页L1HF:29:6:0.18%减阻水,
2211,0.18%减阻水@时间窗 W006,结束时间,2024-01-19 09:50:30,E00941,,fluid_usage:红页L1HF:29:6:0.18%减阻水,
2212,0.18%减阻水@时间窗 W006,持续时间,3分钟10秒,E00941,,fluid_usage:红页L1HF:29:6:0.18%减阻水,
2213,0.18%减阻水@时间窗 W006,泵压特征,"施工泵压变化 起66.96→止66.44，变化-0.52，均值66.53，范围[66.41, 66.96]",E00941,E00942,fluid_usage:红页L1HF:29:6:0.18%减阻水,pressure_feature:红页L1HF:29:6
2214,0.18%减阻水@时间窗 W006,排量特征,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",E00941,E00943,fluid_usage:红页L1HF:29:6:0.18%减阻水,flow_feature:红页L1HF:29:6
2215,0.18%减阻水@时间窗 W006,砂比特征,"砂比变化 起12.1→止2.6，变化-9.5，均值12.005，范围[2.6, 13]",E00941,E00944,fluid_usage:红页L1HF:29:6:0.18%减阻水,sand_feature:红页L1HF:29:6
2216,时间窗 W006,施工特征,"施工泵压变化 起66.96→止66.44，变化-0.52，均值66.53，范围[66.41, 66.96]",E00940,E00942,time_window:红页L1HF:29:6,pressure_feature:红页L1HF:29:6
2217,时间窗 W006,施工特征,"排量变化 起24.05→止24.05，变化0，均值24.05，范围[24.05, 24.05]",E00940,E00943,time_window:红页L1HF:29:6,flow_feature:红页L1HF:29:6
2218,时间窗 W006,砂比特征,"砂比变化 起12.1→止2.6，变化-9.5，均值12.005，范围[2.6, 13]",E00940,E00944,time_window:红页L1HF:29:6,sand_feature:红页L1HF:29:6
2219,段 29,包含时间窗,时间窗 W007,E00914,E00945,segment:红页L1HF:29,time_window:红页L1HF:29:7
2220,时间窗 W007,采用液型,0.12%减阻水@时间窗 W007,E00945,E00946,time_window:红页L1HF:29:7,fluid_usage:红页L1HF:29:7:0.12%减阻水
2221,0.12%减阻水@时间窗 W007,液型类别,液型 0.12%减阻水,E00946,E00010,fluid_usage:红页L1HF:29:7:0.12%减阻水,fluid_type:0.12%减阻水
2222,0.12%减阻水@时间窗 W007,开始时间,2024-01-19 09:54:00,E00946,,fluid_usage:红页L1HF:29:7:0.12%减阻水,
2223,0.12%减阻水@时间窗 W007,结束时间,2024-01-19 10:29:10,E00946,,fluid_usage:红页L1HF:29:7:0.12%减阻水,
2224,0.12%减阻水@时间窗 W007,持续时间,35分钟10秒,E00946,,fluid_usage:红页L1HF:29:7:0.12%减阻水,
2225,0.12%减阻水@时间窗 W007,泵压特征,"施工泵压变化 起58.71→止67.32，变化8.61，均值65.7384，范围[58.34, 67.51]",E00946,E00947,fluid_usage:红页L1HF:29:7:0.12%减阻水,pressure_feature:红页L1HF:29:7
2226,0.12%减阻水@时间窗 W007,排量特征,"排量变化 起20.08→止24.04，变化3.96，均值23.7389，范围[20.07, 24.06]",E00946,E00948,fluid_usage:红页L1HF:29:7:0.12%减阻水,flow_feature:红页L1HF:29:7
2227,0.12%减阻水@时间窗 W007,砂比特征,"砂比变化 起5.4→止10.7，变化5.3，均值9.8255，范围[0.6, 12.2]",E00946,E00949,fluid_usage:红页L1HF:29:7:0.12%减阻水,sand_feature:红页L1HF:29:7
2228,时间窗 W007,施工特征,"施工泵压变化 起58.71→止67.32，变化8.61，均值65.7384，范围[58.34, 67.51]",E00945,E00947,time_window:红页L1HF:29:7,pressure_feature:红页L1HF:29:7
2229,时间窗 W007,施工特征,"排量变化 起20.08→止24.04，变化3.96，均值23.7389，范围[20.07, 24.06]",E00945,E00948,time_window:红页L1HF:29:7,flow_feature:红页L1HF:29:7
2230,时间窗 W007,砂比特征,"砂比变化 起5.4→止10.7，变化5.3，均值9.8255，范围[0.6, 12.2]",E00945,E00949,time_window:红页L1HF:29:7,sand_feature:红页L1HF:29:7
2231,段 29,包含时间窗,时间窗 W008,E00914,E00950,segment:红页L1HF:29,time_window:红页L1HF:29:8
2232,时间窗 W008,采用液型,0.25%减阻水@时间窗 W008,E00950,E00951,time_window:红页L1HF:29:8,fluid_usage:红页L1HF:29:8:0.25%减阻水
2233,0.25%减阻水@时间窗 W008,液型类别,液型 0.25%减阻水,E00951,E00022,fluid_usage:红页L1HF:29:8:0.25%减阻水,fluid_type:0.25%减阻水
2234,0.25%减阻水@时间窗 W008,开始时间,2024-01-19 10:29:20,E00951,,fluid_usage:红页L1HF:29:8:0.25%减阻水,
2235,0.25%减阻水@时间窗 W008,结束时间,2024-01-19 10:37:30,E00951,,fluid_usage:红页L1HF:29:8:0.25%减阻水,
2236,0.25%减阻水@时间窗 W008,持续时间,8分钟10秒,E00951,,fluid_usage:红页L1HF:29:8:0.25%减阻水,
2237,0.25%减阻水@时间窗 W008,泵压特征,"施工泵压变化 起67.28→止66.63，变化-0.65，均值67.1686，范围[66.63, 67.46]",E00951,E00952,fluid_usage:红页L1HF:29:8:0.25%减阻水,pressure_feature:红页L1HF:29:8
2238,0.25%减阻水@时间窗 W008,排量特征,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",E00951,E00953,fluid_usage:红页L1HF:29:8:0.25%减阻水,flow_feature:红页L1HF:29:8
2239,0.25%减阻水@时间窗 W008,砂比特征,"砂比变化 起11.3→止1.7，变化-9.6，均值12.3725，范围[1.7, 13]",E00951,E00954,fluid_usage:红页L1HF:29:8:0.25%减阻水,sand_feature:红页L1HF:29:8
2240,时间窗 W008,施工特征,"施工泵压变化 起67.28→止66.63，变化-0.65，均值67.1686，范围[66.63, 67.46]",E00950,E00952,time_window:红页L1HF:29:8,pressure_feature:红页L1HF:29:8
2241,时间窗 W008,施工特征,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",E00950,E00953,time_window:红页L1HF:29:8,flow_feature:红页L1HF:29:8
2242,时间窗 W008,砂比特征,"砂比变化 起11.3→止1.7，变化-9.6，均值12.3725，范围[1.7, 13]",E00950,E00954,time_window:红页L1HF:29:8,sand_feature:红页L1HF:29:8
2243,段 29,包含时间窗,时间窗 W009,E00914,E00955,segment:红页L1HF:29,time_window:红页L1HF:29:9
2244,时间窗 W009,采用液型,0.12%减阻水@时间窗 W009,E00955,E00956,time_window:红页L1HF:29:9,fluid_usage:红页L1HF:29:9:0.12%减阻水
2245,0.12%减阻水@时间窗 W009,液型类别,液型 0.12%减阻水,E00956,E00010,fluid_usage:红页L1HF:29:9:0.12%减阻水,fluid_type:0.12%减阻水
2246,0.12%减阻水@时间窗 W009,开始时间,2024-01-19 10:37:40,E00956,,fluid_usage:红页L1HF:29:9:0.12%减阻水,
2247,0.12%减阻水@时间窗 W009,结束时间,2024-01-19 11:07:00,E00956,,fluid_usage:红页L1HF:29:9:0.12%减阻水,
2248,0.12%减阻水@时间窗 W009,持续时间,29分钟20秒,E00956,,fluid_usage:红页L1HF:29:9:0.12%减阻水,
2249,0.12%减阻水@时间窗 W009,泵压特征,"施工泵压变化 起66.45→止0.13，变化-66.32，均值42.3097，范围[0.13, 66.45]",E00956,E00957,fluid_usage:红页L1HF:29:9:0.12%减阻水,pressure_feature:红页L1HF:29:9
2250,0.12%减阻水@时间窗 W009,排量特征,"排量变化 起24.04→止0，变化-24.04，均值1.4113，范围[0, 24.04]",E00956,E00958,fluid_usage:红页L1HF:29:9:0.12%减阻水,flow_feature:红页L1HF:29:9
2251,0.12%减阻水@时间窗 W009,砂比特征,砂比变化：0,E00956,E00959,fluid_usage:红页L1HF:29:9:0.12%减阻水,sand_feature:红页L1HF:29:9
2252,时间窗 W009,施工特征,"施工泵压变化 起66.45→止0.13，变化-66.32，均值42.3097，范围[0.13, 66.45]",E00955,E00957,time_window:红页L1HF:29:9,pressure_feature:红页L1HF:29:9
2253,时间窗 W009,施工特征,"排量变化 起24.04→止0，变化-24.04，均值1.4113，范围[0, 24.04]",E00955,E00958,time_window:红页L1HF:29:9,flow_feature:红页L1HF:29:9
2254,时间窗 W009,砂比特征,砂比变化：0,E00955,E00959,time_window:红页L1HF:29:9,sand_feature:红页L1HF:29:9
2255,井 红页L1HF,包含段,段 3,E00001,E00960,well:红页L1HF,segment:红页L1HF:3
2256,段 3,包含时间窗,时间窗 W001,E00960,E00961,segment:红页L1HF:3,time_window:红页L1HF:3:1
2257,时间窗 W001,采用液型,0.12%减阻水@时间窗 W001,E00961,E00962,time_window:红页L1HF:3:1,fluid_usage:红页L1HF:3:1:0.12%减阻水
2258,0.12%减阻水@时间窗 W001,液型类别,液型 0.12%减阻水,E00962,E00010,fluid_usage:红页L1HF:3:1:0.12%减阻水,fluid_type:0.12%减阻水
2259,0.12%减阻水@时间窗 W001,开始时间,2024-01-05 16:37:30,E00962,,fluid_usage:红页L1HF:3:1:0.12%减阻水,
2260,0.12%减阻水@时间窗 W001,结束时间,2024-01-05 16:43:40,E00962,,fluid_usage:红页L1HF:3:1:0.12%减阻水,
2261,0.12%减阻水@时间窗 W001,持续时间,6分钟10秒,E00962,,fluid_usage:红页L1HF:3:1:0.12%减阻水,
2262,0.12%减阻水@时间窗 W001,泵压特征,"施工泵压变化 起12.54→止38.58，变化26.04，均值33.4714，范围[12.54, 38.58]",E00962,E00963,fluid_usage:红页L1HF:3:1:0.12%减阻水,pressure_feature:红页L1HF:3:1
2263,0.12%减阻水@时间窗 W001,排量特征,"排量变化 起0→止1.84，变化1.84，均值1.6003，范围[0, 1.84]",E00962,E00964,fluid_usage:红页L1HF:3:1:0.12%减阻水,flow_feature:红页L1HF:3:1
2264,0.12%减阻水@时间窗 W001,砂比特征,砂比变化：0,E00962,E00965,fluid_usage:红页L1HF:3:1:0.12%减阻水,sand_feature:红页L1HF:3:1
2265,时间窗 W001,施工特征,"施工泵压变化 起12.54→止38.58，变化26.04，均值33.4714，范围[12.54, 38.58]",E00961,E00963,time_window:红页L1HF:3:1,pressure_feature:红页L1HF:3:1
2266,时间窗 W001,施工特征,"排量变化 起0→止1.84，变化1.84，均值1.6003，范围[0, 1.84]",E00961,E00964,time_window:红页L1HF:3:1,flow_feature:红页L1HF:3:1
2267,时间窗 W001,砂比特征,砂比变化：0,E00961,E00965,time_window:红页L1HF:3:1,sand_feature:红页L1HF:3:1
2268,段 3,包含时间窗,时间窗 W002,E00960,E00966,segment:红页L1HF:3,time_window:红页L1HF:3:2
2269,时间窗 W002,采用液型,15%HCl@时间窗 W002,E00966,E00967,time_window:红页L1HF:3:2,fluid_usage:红页L1HF:3:2:15%HCl
2270,15%HCl@时间窗 W002,液型类别,液型 15%HCl,E00967,E00016,fluid_usage:红页L1HF:3:2:15%HCl,fluid_type:15%HCl
2271,15%HCl@时间窗 W002,开始时间,2024-01-05 16:43:50,E00967,,fluid_usage:红页L1HF:3:2:15%HCl,
2272,15%HCl@时间窗 W002,结束时间,2024-01-05 16:54:40,E00967,,fluid_usage:红页L1HF:3:2:15%HCl,
2273,15%HCl@时间窗 W002,持续时间,10分钟50秒,E00967,,fluid_usage:红页L1HF:3:2:15%HCl,
2274,15%HCl@时间窗 W002,泵压特征,"施工泵压变化 起38.62→止38.52，变化-0.1，均值38.7586，范围[38.52, 39.04]",E00967,E00968,fluid_usage:红页L1HF:3:2:15%HCl,pressure_feature:红页L1HF:3:2
2275,15%HCl@时间窗 W002,排量特征,"排量变化 起1.84→止1.84，变化0，均值1.84，范围[1.84, 1.84]",E00967,E00969,fluid_usage:红页L1HF:3:2:15%HCl,flow_feature:红页L1HF:3:2
2276,15%HCl@时间窗 W002,砂比特征,砂比变化：0,E00967,E00970,fluid_usage:红页L1HF:3:2:15%HCl,sand_feature:红页L1HF:3:2
2277,时间窗 W002,施工特征,"施工泵压变化 起38.62→止38.52，变化-0.1，均值38.7586，范围[38.52, 39.04]",E00966,E00968,time_window:红页L1HF:3:2,pressure_feature:红页L1HF:3:2
2278,时间窗 W002,施工特征,"排量变化 起1.84→止1.84，变化0，均值1.84，范围[1.84, 1.84]",E00966,E00969,time_window:红页L1HF:3:2,flow_feature:红页L1HF:3:2
2279,时间窗 W002,砂比特征,砂比变化：0,E00966,E00970,time_window:红页L1HF:3:2,sand_feature:红页L1HF:3:2
2280,段 3,包含时间窗,时间窗 W003,E00960,E00971,segment:红页L1HF:3,time_window:红页L1HF:3:3
2281,时间窗 W003,采用液型,0.25%减阻水@时间窗 W003,E00971,E00972,time_window:红页L1HF:3:3,fluid_usage:红页L1HF:3:3:0.25%减阻水
2282,0.25%减阻水@时间窗 W003,液型类别,液型 0.25%减阻水,E00972,E00022,fluid_usage:红页L1HF:3:3:0.25%减阻水,fluid_type:0.25%减阻水
2283,0.25%减阻水@时间窗 W003,开始时间,2024-01-05 16:54:50,E00972,,fluid_usage:红页L1HF:3:3:0.25%减阻水,
2284,0.25%减阻水@时间窗 W003,结束时间,2024-01-05 17:16:10,E00972,,fluid_usage:红页L1HF:3:3:0.25%减阻水,
2285,0.25%减阻水@时间窗 W003,持续时间,21分钟20秒,E00972,,fluid_usage:红页L1HF:3:3:0.25%减阻水,
2286,0.25%减阻水@时间窗 W003,泵压特征,"施工泵压变化 起38.52→止68.54，变化30.02，均值61.5229，范围[38.52, 91.19]",E00972,E00973,fluid_usage:红页L1HF:3:3:0.25%减阻水,pressure_feature:红页L1HF:3:3
2287,0.25%减阻水@时间窗 W003,排量特征,"排量变化 起1.85→止24，变化22.15，均值10.8881，范围[1.85, 24.19]",E00972,E00974,fluid_usage:红页L1HF:3:3:0.25%减阻水,flow_feature:红页L1HF:3:3
2288,0.25%减阻水@时间窗 W003,砂比特征,"砂比变化 起1.6→止5.1，变化3.5，均值4.7833，范围[1.6, 5.3]",E00972,E00975,fluid_usage:红页L1HF:3:3:0.25%减阻水,sand_feature:红页L1HF:3:3
2289,时间窗 W003,施工特征,"施工泵压变化 起38.52→止68.54，变化30.02，均值61.5229，范围[38.52, 91.19]",E00971,E00973,time_window:红页L1HF:3:3,pressure_feature:红页L1HF:3:3
2290,时间窗 W003,施工特征,"排量变化 起1.85→止24，变化22.15，均值10.8881，范围[1.85, 24.19]",E00971,E00974,time_window:红页L1HF:3:3,flow_feature:红页L1HF:3:3
2291,时间窗 W003,砂比特征,"砂比变化 起1.6→止5.1，变化3.5，均值4.7833，范围[1.6, 5.3]",E00971,E00975,time_window:红页L1HF:3:3,sand_feature:红页L1HF:3:3
2292,段 3,包含时间窗,时间窗 W004,E00960,E00976,segment:红页L1HF:3,time_window:红页L1HF:3:4
2293,时间窗 W004,采用液型,0.12%减阻水@时间窗 W004,E00976,E00977,time_window:红页L1HF:3:4,fluid_usage:红页L1HF:3:4:0.12%减阻水
2294,0.12%减阻水@时间窗 W004,液型类别,液型 0.12%减阻水,E00977,E00010,fluid_usage:红页L1HF:3:4:0.12%减阻水,fluid_type:0.12%减阻水
2295,0.12%减阻水@时间窗 W004,开始时间,2024-01-05 17:16:11,E00977,,fluid_usage:红页L1HF:3:4:0.12%减阻水,
2296,0.12%减阻水@时间窗 W004,结束时间,2024-01-05 17:58:40,E00977,,fluid_usage:红页L1HF:3:4:0.12%减阻水,
2297,0.12%减阻水@时间窗 W004,持续时间,42分钟29秒,E00977,,fluid_usage:红页L1HF:3:4:0.12%减阻水,
2298,0.12%减阻水@时间窗 W004,泵压特征,"施工泵压变化 起68.59→止80.76，变化12.17，均值71.8177，范围[45.99, 82.88]",E00977,E00978,fluid_usage:红页L1HF:3:4:0.12%减阻水,pressure_feature:红页L1HF:3:4
2299,0.12%减阻水@时间窗 W004,排量特征,"排量变化 起24→止24，变化0，均值22.2617，范围[11.94, 24.16]",E00977,E00979,fluid_usage:红页L1HF:3:4:0.12%减阻水,flow_feature:红页L1HF:3:4
2300,0.12%减阻水@时间窗 W004,砂比特征,"砂比变化 起5.1→止10.1，变化5，均值7.154，范围[0.6, 10.1]",E00977,E00980,fluid_usage:红页L1HF:3:4:0.12%减阻水,sand_feature:红页L1HF:3:4
2301,时间窗 W004,施工特征,"施工泵压变化 起68.59→止80.76，变化12.17，均值71.8177，范围[45.99, 82.88]",E00976,E00978,time_window:红页L1HF:3:4,pressure_feature:红页L1HF:3:4
2302,时间窗 W004,施工特征,"排量变化 起24→止24，变化0，均值22.2617，范围[11.94, 24.16]",E00976,E00979,time_window:红页L1HF:3:4,flow_feature:红页L1HF:3:4
2303,时间窗 W004,砂比特征,"砂比变化 起5.1→止10.1，变化5，均值7.154，范围[0.6, 10.1]",E00976,E00980,time_window:红页L1HF:3:4,sand_feature:红页L1HF:3:4
2304,段 3,包含时间窗,时间窗 W005,E00960,E00981,segment:红页L1HF:3,time_window:红页L1HF:3:5
2305,时间窗 W005,采用液型,0.18%减阻水@时间窗 W005,E00981,E00982,time_window:红页L1HF:3:5,fluid_usage:红页L1HF:3:5:0.18%减阻水
2306,0.18%减阻水@时间窗 W005,液型类别,液型 0.18%减阻水,E00982,E00033,fluid_usage:红页L1HF:3:5:0.18%减阻水,fluid_type:0.18%减阻水
2307,0.18%减阻水@时间窗 W005,开始时间,2024-01-05 17:58:50,E00982,,fluid_usage:红页L1HF:3:5:0.18%减阻水,
2308,0.18%减阻水@时间窗 W005,结束时间,2024-01-05 18:17:30,E00982,,fluid_usage:红页L1HF:3:5:0.18%减阻水,
2309,0.18%减阻水@时间窗 W005,持续时间,18分钟40秒,E00982,,fluid_usage:红页L1HF:3:5:0.18%减阻水,
2310,0.18%减阻水@时间窗 W005,泵压特征,"施工泵压变化 起80.54→止73.52，变化-7.02，均值79.0173，范围[73.47, 80.54]",E00982,E00983,fluid_usage:红页L1HF:3:5:0.18%减阻水,pressure_feature:红页L1HF:3:5
2311,0.18%减阻水@时间窗 W005,排量特征,"排量变化 起24→止24.01，变化0.01，均值24.0004，范围[24, 24.01]",E00982,E00984,fluid_usage:红页L1HF:3:5:0.18%减阻水,flow_feature:红页L1HF:3:5
2312,0.18%减阻水@时间窗 W005,砂比特征,"砂比变化 起10.1→止10.2，变化0.1，均值10.8728，范围[0.7, 12.8]",E00982,E00985,fluid_usage:红页L1HF:3:5:0.18%减阻水,sand_feature:红页L1HF:3:5
2313,时间窗 W005,施工特征,"施工泵压变化 起80.54→止73.52，变化-7.02，均值79.0173，范围[73.47, 80.54]",E00981,E00983,time_window:红页L1HF:3:5,pressure_feature:红页L1HF:3:5
2314,时间窗 W005,施工特征,"排量变化 起24→止24.01，变化0.01，均值24.0004，范围[24, 24.01]",E00981,E00984,time_window:红页L1HF:3:5,flow_feature:红页L1HF:3:5
2315,时间窗 W005,砂比特征,"砂比变化 起10.1→止10.2，变化0.1，均值10.8728，范围[0.7, 12.8]",E00981,E00985,time_window:红页L1HF:3:5,sand_feature:红页L1HF:3:5
2316,段 3,包含时间窗,时间窗 W006,E00960,E00986,segment:红页L1HF:3,time_window:红页L1HF:3:6
2317,时间窗 W006,采用液型,0.12%减阻水@时间窗 W006,E00986,E00987,time_window:红页L1HF:3:6,fluid_usage:红页L1HF:3:6:0.12%减阻水
2318,0.12%减阻水@时间窗 W006,液型类别,液型 0.12%减阻水,E00987,E00010,fluid_usage:红页L1HF:3:6:0.12%减阻水,fluid_type:0.12%减阻水
2319,0.12%减阻水@时间窗 W006,开始时间,2024-01-05 18:18:00,E00987,,fluid_usage:红页L1HF:3:6:0.12%减阻水,
2320,0.12%减阻水@时间窗 W006,结束时间,2024-01-05 18:27:50,E00987,,fluid_usage:红页L1HF:3:6:0.12%减阻水,
2321,0.12%减阻水@时间窗 W006,持续时间,9分钟50秒,E00987,,fluid_usage:红页L1HF:3:6:0.12%减阻水,
2322,0.12%减阻水@时间窗 W006,泵压特征,"施工泵压变化 起73.82→止77.26，变化3.44，均值77.3839，范围[73.82, 78.48]",E00987,E00988,fluid_usage:红页L1HF:3:6:0.12%减阻水,pressure_feature:红页L1HF:3:6
2323,0.12%减阻水@时间窗 W006,排量特征,"排量变化 起24→止24.01，变化0.01，均值24.001，范围[24, 24.01]",E00987,E00989,fluid_usage:红页L1HF:3:6:0.12%减阻水,flow_feature:红页L1HF:3:6
2324,0.12%减阻水@时间窗 W006,砂比特征,"砂比变化 起10→止5.6，变化-4.4，均值11.5574，范围[5.6, 13]",E00987,E00990,fluid_usage:红页L1HF:3:6:0.12%减阻水,sand_feature:红页L1HF:3:6
2325,时间窗 W006,施工特征,"施工泵压变化 起73.82→止77.26，变化3.44，均值77.3839，范围[73.82, 78.48]",E00986,E00988,time_window:红页L1HF:3:6,pressure_feature:红页L1HF:3:6
2326,时间窗 W006,施工特征,"排量变化 起24→止24.01，变化0.01，均值24.001，范围[24, 24.01]",E00986,E00989,time_window:红页L1HF:3:6,flow_feature:红页L1HF:3:6
2327,时间窗 W006,砂比特征,"砂比变化 起10→止5.6，变化-4.4，均值11.5574，范围[5.6, 13]",E00986,E00990,time_window:红页L1HF:3:6,sand_feature:红页L1HF:3:6
2328,段 3,包含时间窗,时间窗 W007,E00960,E00991,segment:红页L1HF:3,time_window:红页L1HF:3:7
2329,时间窗 W007,采用液型,0.25%减阻水@时间窗 W007,E00991,E00992,time_window:红页L1HF:3:7,fluid_usage:红页L1HF:3:7:0.25%减阻水
2330,0.25%减阻水@时间窗 W007,液型类别,液型 0.25%减阻水,E00992,E00022,fluid_usage:红页L1HF:3:7:0.25%减阻水,fluid_type:0.25%减阻水
2331,0.25%减阻水@时间窗 W007,开始时间,2024-01-05 18:28:00,E00992,,fluid_usage:红页L1HF:3:7:0.25%减阻水,
2332,0.25%减阻水@时间窗 W007,结束时间,2024-01-05 18:36:20,E00992,,fluid_usage:红页L1HF:3:7:0.25%减阻水,
2333,0.25%减阻水@时间窗 W007,持续时间,8分钟20秒,E00992,,fluid_usage:红页L1HF:3:7:0.25%减阻水,
2334,0.25%减阻水@时间窗 W007,泵压特征,"施工泵压变化 起77.2→止76.74，变化-0.46，均值76.7351，范围[72.56, 79.56]",E00992,E00993,fluid_usage:红页L1HF:3:7:0.25%减阻水,pressure_feature:红页L1HF:3:7
2335,0.25%减阻水@时间窗 W007,排量特征,"排量变化 起24→止24.01，变化0.01，均值24.0045，范围[24, 24.01]",E00992,E00994,fluid_usage:红页L1HF:3:7:0.25%减阻水,flow_feature:红页L1HF:3:7
2336,0.25%减阻水@时间窗 W007,砂比特征,"砂比变化 起11.4→止0.7，变化-10.7，均值11.3821，范围[0.2, 14]",E00992,E00995,fluid_usage:红页L1HF:3:7:0.25%减阻水,sand_feature:红页L1HF:3:7
2337,时间窗 W007,施工特征,"施工泵压变化 起77.2→止76.74，变化-0.46，均值76.7351，范围[72.56, 79.56]",E00991,E00993,time_window:红页L1HF:3:7,pressure_feature:红页L1HF:3:7
2338,时间窗 W007,施工特征,"排量变化 起24→止24.01，变化0.01，均值24.0045，范围[24, 24.01]",E00991,E00994,time_window:红页L1HF:3:7,flow_feature:红页L1HF:3:7
2339,时间窗 W007,砂比特征,"砂比变化 起11.4→止0.7，变化-10.7，均值11.3821，范围[0.2, 14]",E00991,E00995,time_window:红页L1HF:3:7,sand_feature:红页L1HF:3:7
2340,段 3,包含时间窗,时间窗 W008,E00960,E00996,segment:红页L1HF:3,time_window:红页L1HF:3:8
